cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
313330,ITAOBIM,31,3431988.01,3934424.89,4420243.23,4565168.07,5159655.44,5408573.47,5395071.38,5999418.1,6249592.57,6607835.64,6416080.74,2118737.65
313380,ITAUNA,31,3049577.49,3073940.32,3404280.51,3407330.51,3225906.8,3207624.63,3092045.36,3561411.06,3611400.35,3914643.44,4269199.35,1486386.31
313420,ITUIUTABA,31,3787076.38,3978290.91,4373577.74,4495766.77,4840975.27,5491313.52,5400286.18,5784750.88,6275102.69,7181079.28,7482741.2,2595539.74
313510,JANAUBA,31,4345998.41,4825975.37,5227089.8,5779513.63,6172202.43,6585456.76,6753788.29,8247466.49,9157391.77,9042359.83,9269534.01,3117560.77
313520,JANUARIA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689229.2,4123560.4,1481709.66
313620,JOAO MONLEVADE,31,4376811.26,4409537.44,4863281.25,5356324.49,5593207.46,5921374.11,5776768.08,6320322.58,6476128.7,7047927.76,7132237.31,2545158.17
313630,JOAO PINHEIRO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.4,140026.31
313670,JUIZ DE FORA,31,11101312.17,12077145.51,13393445.57,13184915.56,13234921.79,13886479.37,13594388.97,15741581.07,17731270.46,18934654.41,20817024.37,7235331.17
313820,LAVRAS,31,3792752.29,4087972.58,4561654.54,4934240.52,5281760.09,5531436.41,5503063.37,6407901.06,7213189.8,7363617.83,7033795.78,2119496.7
313840,LEOPOLDINA,31,2462536.78,3012080.38,3865031.55,4514205.21,4851422.7,5038818.07,4704663.41,5113170.82,5253551.78,5108910.4,5176982.77,1852802.77
313940,MANHUACU,31,5552803.8,5774340.52,6274604.17,6293931.61,6599761.9,6636302.66,6382634.67,6821603.58,8101171.37,8531152.18,8606418.68,3052213.71
314000,MARIANA,31,2641383.61,2792912.41,2974915.88,3687939.72,4288372.55,4436843.93,4894656.98,6112099.56,6722288.09,7263246.48,6767183.75,2208791.42
314180,MINAS NOVAS,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269224.93,2288246.12,2881149.67,3792537.05,1330372.99
314330,MONTES CLAROS,31,8466682.64,8749261.6,9106869.54,9795025.87,10383778.37,10745182.0,10533005.56,11806126.86,12801436.61,14225345.98,15635614.33,5549043.23
314390,MURIAE,31,3226471.43,3369250.68,3910435.09,4029940.11,3954392.54,3746507.85,3620625.96,3991652.39,4227970.39,4960680.56,4672850.26,1533789.28
314480,NOVA LIMA,31,2622195.65,2582757.0,2731700.89,2841499.18,3165452.49,3177279.45,3106900.78,4059867.82,4358319.98,2560104.77,4753144.66,1592444.31
314520,NOVA SERRANA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,175637.82,2140455.11,2599973.13,877337.93
314560,OLIVEIRA,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154124.75,4143288.85,4699074.93,1629973.58
314700,PARACATU,31,1166083.28,1287612.3,1268506.93,1403630.18,1325056.5,1249636.95,1351154.42,1588129.75,1636234.07,1732333.33,1722270.47,291091.76
314710,PARA DE MINAS,31,1955088.97,2006456.77,2196596.83,2210191.91,2277318.14,2350955.58,2446038.14,3131785.09,3418359.96,3662598.77,3837954.41,1359775.28
314790,PASSOS,31,7170876.59,7359635.69,8363001.45,8839484.51,8692254.59,8714986.94,8489860.04,9952568.45,10083540.07,10741971.3,11145163.86,3748954.72
314800,PATOS DE MINAS,31,5381172.6,5478533.06,5939571.8,5957239.76,6014744.58,6424502.41,5124528.05,6655875.27,7148779.56,7738114.19,7594708.65,2527473.06
314810,PATROCINIO,31,3177971.43,3630122.9,4099599.22,4091221.54,4191819.78,4240092.23,4071627.5,4574130.08,5140328.01,5987562.55,6415513.27,2190876.15
315120,PIRAPORA,31,1886778.75,2019262.63,2433851.47,2443213.25,2362152.26,2457086.44,2487824.9,2372358.03,2457896.27,2780277.88,3243605.43,1170716.56
315140,PITANGUI,31,0.0,4200.0,200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315180,POCOS DE CALDAS,31,2698249.82,2565001.03,2734627.86,2890361.88,3129087.94,3250862.52,3276815.68,3763007.76,3772071.14,3764090.47,4316972.39,1180736.09
315210,PONTE NOVA,31,4245809.72,4101685.73,4699883.53,4789511.21,4519696.1,4646858.03,4635923.36,5704611.71,6357078.75,6854334.25,7009518.25,2462848.25
315250,POUSO ALEGRE,31,4713132.12,4734528.77,5184627.69,5234970.5,5206378.68,5880413.48,5921319.16,6997528.16,8154319.37,8452129.22,9197497.27,3290884.99
315700,SALINAS,31,2209573.76,2261323.42,2803520.32,2863920.78,2997668.03,3199915.77,3264011.74,3983518.53,4730788.2,4930046.94,5299866.04,1817135.53
316210,SAO GOTARDO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5436.37,1002741.18,1353612.3,545048.2
316250,SAO JOAO DEL REI,31,4788256.0,4938440.75,4871789.1,5019168.96,5110273.34,5175562.51,5315795.04,6289592.59,6216845.24,6768032.78,6700148.38,2184627.56
316370,SAO LOURENCO,31,4193413.09,4562421.73,5041999.5,4988349.22,5100516.94,5496024.84,5105614.5,5373172.84,5923759.12,6409346.17,6421700.59,2595974.43
316470,SAO SEBASTIAO DO PARAISO,31,2751948.78,2604377.01,2817052.79,3078010.69,3368209.95,3448710.47,3653601.03,4491060.32,5263074.29,5488595.94,5472896.16,1931245.33
316720,SETE LAGOAS,31,5207618.46,5008364.8,5453976.68,5389942.28,5536106.73,5725575.65,5708021.34,6877311.13,8262581.09,9051581.67,9537820.92,3311083.26
316860,TEOFILO OTONI,31,7040309.38,7798602.01,8134429.75,8466223.33,9322415.72,10185014.11,10728935.62,12091058.3,12732621.76,15000910.2,16623402.07,5684715.37
316870,TIMOTEO,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211101.97,3908545.14,4104505.46,4171460.31,1486737.81
316930,TRES CORACOES,31,3102079.29,3098416.88,3279291.48,3371027.64,3315519.54,3082501.11,2811982.58,2940774.94,3504811.08,4045953.86,3892523.47,1172888.38
316940,TRES PONTAS,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075349.86,2993280.06,1066297.2
316990,UBA,31,4409866.14,4332724.74,4621620.6,4746475.47,4586407.03,4412506.34,4732819.93,4964672.97,5191217.62,5375963.64,5862090.61,1814741.11
317010,UBERABA,31,4881810.95,5467646.48,6210377.79,6353290.07,6752424.68,7128340.45,6699020.49,7131862.64,8110187.13,9040477.8,9650969.85,3392349.25
317020,UBERLANDIA,31,12492164.46,12889558.39,14350431.81,14936168.22,15929031.38,16874262.89,16321046.12,18611228.92,20526899.63,21697928.9,22559587.24,7700073.74
317040,UNAI,31,2533180.91,2532968.75,3030323.55,2728929.47,2484564.76,2607636.89,3055878.2,3677409.3,4321526.09,4588007.16,4420490.47,1573506.39
317070,VARGINHA,31,4375912.32,4449518.26,5115588.51,5173428.06,5343606.27,5799208.38,5608622.95,6387694.15,6757556.81,5909061.37,5141117.79,1639885.96
317130,VICOSA,31,2849150.54,3091937.95,3517911.68,3679914.04,4046362.31,4414367.16,4539434.82,5135326.72,5669654.06,6000072.02,5833083.3,1948771.17
320060,ARACRUZ,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311638.43,3594515.49,1185278.74
320090,BARRA DE SAO FRANCISCO,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448948.35
320120,CACHOEIRO DE ITAPEMIRIM,32,6317844.3,6429045.25,6601123.61,6426336.26,6484432.62,6625043.22,6154343.48,6061385.55,6507081.82,7483389.97,7490563.72,2438726.2
320130,CARIACICA,32,8009661.5,8751606.33,9363596.01,9812568.43,8769848.02,8414027.35,8540835.77,9566133.06,10293091.98,11280719.61,10503756.38,3115200.39
320150,COLATINA,32,9920424.84,10197053.55,11137604.58,11247619.76,11382896.28,10998278.0,10699602.55,11711136.43,10425189.64,11957323.47,12106737.65,4220781.92
320230,GUACUI,32,0.0,0.0,0.0,0.0,135556.6,1679683.44,2012880.8,2948619.43,2983923.7,3358364.54,3553597.82,1208326.8
320240,GUARAPARI,32,2480240.96,2557523.2,2854155.14,2983938.77,3282903.81,3283779.47,3192938.45,3452917.32,3729610.87,4103537.38,4710117.47,1738517.11
320320,LINHARES,32,4798738.1,5290997.31,5475008.49,5463260.64,5630809.36,4957202.87,4950592.96,5854473.67,5967452.86,6335157.18,6799303.4,2221918.8
320490,SAO MATEUS,32,5338965.4,5448882.06,5928217.46,5805412.59,6368698.05,6510785.56,6502466.09,7042420.1,7495266.7,8344094.65,8216518.0,2770110.26
320500,SERRA,32,8053090.01,7897118.74,7814191.67,7509747.86,7007253.07,6797628.71,8300052.44,10126632.67,10098214.84,10714831.07,10432514.76,3402709.26
320520,VILA VELHA,32,3746105.47,3883453.67,4236730.51,3995601.8,3978854.99,3990769.2,8815678.91,9858424.75,12842338.2,14279257.76,13321307.64,4029249.94
320530,VITORIA,32,7169388.35,7053552.36,6904214.89,5964066.7,4157411.44,6411962.86,6119161.37,6740089.33,7134433.55,7571100.88,7867608.44,2618788.16
330010,ANGRA DOS REIS,33,3725784.86,3875357.12,4615198.32,4443638.14,4624938.02,4669648.64,4824760.28,5690508.88,6625906.97,7588329.46,8279332.71,2780248.17
330020,ARARUAMA,33,3605943.87,3700343.49,3968072.36,4320316.37,4914200.33,5411786.63,5248299.24,5492931.03,5573793.21,5497608.66,6050830.34,1968250.51
330023,ARMACAO DOS BUZIOS,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513080.45,5600120.08,2179978.63
330030,BARRA DO PIRAI,33,4458715.55,4517345.68,4859037.86,4098663.75,3877976.46,3444368.32,0.0,0.0,0.0,0.0,0.0,0.0
330040,BARRA MANSA,33,1699094.43,1687314.36,1912671.94,1807929.2,748715.3,0.0,1364.68,682.34,12282.12,95976.38,44200.0,6200.0
330045,BELFORD ROXO,33,12716421.99,12802332.59,13531068.06,13767774.59,14154187.63,13826372.47,13070725.8,14931968.67,15843872.26,18418738.19,17288028.87,5609875.8
330060,BOM JESUS DO ITABAPOANA,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914461.6,2516194.05,1143660.42
330070,CABO FRIO,33,4633745.19,4714825.43,4827327.55,5156500.23,5387464.14,5774669.77,5713956.34,6141144.3,6822064.81,6802714.64,7112853.71,2385029.36
330100,CAMPOS DOS GOYTACAZES,33,9971645.1,9187010.46,9460522.68,9309414.95,9699284.15,9610999.13,9199969.68,9909897.25,11954075.17,13425949.27,13694745.94,4614530.6
330170,DUQUE DE CAXIAS,33,15758330.74,15227817.41,16085965.48,15587192.65,15475325.22,14714379.44,13644016.13,15679749.62,17271253.7,18327873.62,16701052.04,5265960.3
330190,ITABORAI,33,6793941.96,6275349.81,5063389.9,5896069.0,6274634.69,5892299.14,6447081.55,7530156.18,8675583.04,8673047.48,9157293.47,3048602.34
330220,ITAPERUNA,33,4416830.42,4715336.08,4878540.41,4858761.14,4709389.5,4176051.37,4543983.77,6186677.63,5724324.65,5998345.94,5750656.26,1860833.86
330227,JAPERI,33,3686683.65,4900538.21,5417714.17,4784968.85,3964283.34,3884644.36,4166915.23,4254866.81,6353443.78,6743069.02,5926642.19,1876013.42
330240,MACAE,33,4041266.51,3998782.67,4140048.87,3913714.72,3809598.01,3676691.3,3093872.96,3476826.75,3684740.82,4048721.35,4055700.06,1299705.13
330250,MAGE,33,5039448.95,5036804.18,5622733.45,5506050.34,5556070.29,5289403.86,5009820.85,5428317.71,5603255.54,5827696.46,6735678.3,2251646.73
330320,NILOPOLIS,33,2870348.57,3500150.05,4050859.09,4119390.88,4225848.16,4536996.48,4348679.91,4555534.69,4178455.71,3917575.03,4826793.28,2034951.62
330330,NITEROI,33,9263733.21,9201240.07,9463292.3,9039690.86,8526150.07,8641124.31,8423666.83,9149562.57,10136101.04,10736695.38,10923015.1,3673741.22
330340,NOVA FRIBURGO,33,4013926.33,3989917.95,4541917.37,4623880.05,4672998.02,4645001.44,4481072.75,5213715.16,5542695.08,5878836.46,5946584.47,2003286.06
330350,NOVA IGUACU,33,9398080.22,9569526.49,10183708.82,9645284.2,8184575.88,9111462.23,9304918.03,9582779.31,10396173.66,10594526.3,11391724.9,3663796.59
330360,PARACAMBI,33,2052030.45,167321.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330390,PETROPOLIS,33,4079062.86,3813900.98,4095341.77,4058486.01,4196596.34,3968428.86,3601818.09,4008211.27,3984739.2,4685313.26,4757523.93,1106595.4
330400,PIRAI,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.2,0.0,0.0,0.0
330414,QUEIMADOS,33,6910654.73,7184050.16,7800730.67,8591597.67,9277808.85,9303237.41,8959422.26,10443699.49,11548101.75,12969076.9,12510881.12,4117627.4
330420,RESENDE,33,1151040.48,1323723.11,1512460.23,1785708.67,1628580.91,1685127.55,1689390.15,1742834.04,2356127.83,2819631.66,2856890.83,719578.29
330430,RIO BONITO,33,3753142.57,3535922.56,4196273.72,4118800.24,4352159.84,4529539.54,4675504.04,5258174.49,5662632.47,6138174.09,6641471.08,2273423.83
330455,RIO DE JANEIRO,33,86303419.91,86443106.59,90335755.21,89245137.24,88399509.51,88539871.02,84836304.46,94548641.71,103534416.42,115184093.37,115863123.3,38769828.74
330470,SANTO ANTONIO DE PADUA,33,3430886.02,3466413.83,3784846.18,3860548.47,3989796.92,3989856.45,4021021.15,4418982.98,4743611.09,4963580.65,4964034.79,1675289.57
330490,SAO GONCALO,33,14562389.45,14688295.4,16469652.65,16454916.01,16740462.08,16252078.82,14865432.19,17235943.05,18343196.09,19613420.61,19558600.26,6964429.93
330510,SAO JOAO DE MERITI,33,9111772.96,8921257.36,10113538.69,10021279.8,9881712.08,9139597.91,8368065.9,9374491.07,10521046.33,12094468.78,13707933.31,4890213.6
330580,TERESOPOLIS,33,0.0,0.0,0.0,185351.33,3405162.04,4131530.93,4131999.6,4625117.95,4762821.21,5313653.39,5327598.01,1636169.96
330600,TRES RIOS,33,3855070.56,4006028.29,4104400.16,3916147.11,3578873.54,3514410.8,3495431.74,4237077.35,4809357.22,4791255.68,4384580.88,1453612.54
330610,VALENCA,33,3216185.3,3309121.4,3520208.71,3414528.76,3538429.63,3365952.91,3534614.5,3778072.61,3972143.37,4336212.38,4097601.72,1427886.44
330620,VASSOURAS,33,1529572.02,1563547.58,1672259.58,1731442.53,1879558.52,1915901.89,2003849.18,2305000.91,2387779.71,2561299.39,2391276.51,814076.05
330630,VOLTA REDONDA,33,1336979.8,1238498.88,1162291.17,3321038.08,4653318.26,5639787.68,5881235.91,7245205.39,8769478.69,9937373.55,10796691.85,3455984.11
350010,ADAMANTINA,35,1763731.21,1876426.62,2201138.73,2258430.97,2306603.34,2343970.98,2316296.19,2431993.55,2461664.86,2625211.32,2804550.78,1018362.58
350160,AMERICANA,35,2703973.49,2519586.71,2449144.11,2380616.2,2307083.89,2301032.56,2315747.93,2428682.17,2728747.84,3385951.24,3531083.52,1079186.33
350170,AMERICO BRASILIENSE,35,1200.0,3800.0,4800.0,6000.0,5400.0,2400.0,2400.0,10555.2,14606.4,8592.0,13747.2,2577.6
350190,AMPARO,35,2583165.8,2807330.99,2894906.21,3062580.73,3384669.47,3568174.93,3369957.13,3607389.58,3911242.19,5499803.41,5790027.14,2055425.62
350210,ANDRADINA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.0,12028.8,79069.77
350280,ARACATUBA,35,4625491.38,5321986.39,6977116.58,8087207.77,8222438.69,8657312.12,8853343.66,10226502.57,10589383.87,11322359.5,11707577.93,4046674.85
350320,ARARAQUARA,35,5803879.05,5869707.69,6683709.28,6998500.51,7159322.04,7322213.0,7132012.45,7767029.51,8760740.5,9831355.43,10396724.43,3586534.54
350330,ARARAS,35,1785203.15,1956221.47,2275798.87,2377671.28,2461265.24,2646562.6,2812675.7,3198578.9,3425010.47,3695785.89,3762387.7,1267605.72
350400,ASSIS,35,3194677.11,3135669.91,3326000.68,3341427.16,3436130.79,3578697.48,3548285.48,3995091.45,4292862.55,4825986.54,4865330.5,1604220.18
350450,AVARE,35,2548637.53,2874039.35,3325143.84,3474199.88,3684688.32,3766767.58,3791563.33,4343275.02,4681729.13,4853089.14,5577933.8,2011353.44
350550,BARRETOS,35,3813485.18,4036285.14,4513002.15,5481236.05,5435062.39,5488928.18,5550786.63,5910306.93,6167958.12,6602330.54,6536568.53,2126356.56
350570,BARUERI,35,2499127.97,2620496.2,3210664.14,3487578.84,4513501.57,6490777.27,6162996.62,7499917.9,8920963.13,9889123.49,10613090.7,3595836.46
350590,BATATAIS,35,2627491.85,3029880.01,3373494.68,3454549.32,3877231.37,3862901.66,3732284.4,3957847.83,4297442.98,4812965.94,4925982.72,1663565.14
350600,BAURU,35,8807892.36,9423728.45,10215489.46,10311664.34,10068210.61,9956355.73,10135737.64,11448436.75,12093634.63,12758960.83,13514489.26,4783569.82
350610,BEBEDOURO,35,3405577.05,3737816.23,4492597.2,4892458.3,5038693.02,5256223.51,5466460.11,6086051.65,5965277.82,6267673.08,6501537.05,2266813.14
350750,BOTUCATU,35,5653354.3,5738363.72,6397589.02,6488760.85,6366656.14,6456898.71,6685933.24,7274582.83,7472926.35,7978437.09,7786901.29,2544514.42
350760,BRAGANCA PAULISTA,35,9449903.51,8617865.76,8799013.98,8906350.36,8975137.92,9498940.46,8706623.56,9641926.05,8977780.1,8881236.29,8802162.51,2909363.64
350950,CAMPINAS,35,19766798.82,22027434.93,24618243.83,25688034.71,24806023.73,24535394.62,24349882.87,25783332.7,29524484.99,31655160.86,32168756.33,10795859.31
350960,CAMPO LIMPO PAULISTA,35,0.0,0.0,0.0,1183495.97,3354654.17,4236905.05,4804698.74,5809107.46,6666714.69,7270646.34,7567180.08,2512861.07
351050,CARAGUATATUBA,35,0.0,0.0,1284943.15,5284100.61,5350485.11,5781866.04,6121572.2,7231580.13,7811479.64,8947215.86,8494996.76,2350736.71
351060,CARAPICUIBA,35,5517252.04,4103425.26,3559041.47,3523148.79,3634289.91,3730191.75,3510988.67,4079776.42,4195287.83,4514171.37,4257610.5,1433844.02
351110,CATANDUVA,35,2027052.52,2157078.47,2433819.3,2501196.01,2895337.96,2994440.22,2778124.23,3177293.62,3349354.17,3507789.59,3489747.63,1168124.02
351340,CRUZEIRO,35,1638297.58,1591681.33,1654812.58,1827927.99,1956408.06,2023507.85,1838541.9,2044574.09,841826.86,2027352.9,3481044.52,1189769.71
351350,CUBATAO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110846.2,2114998.95,2620406.81,939303.1
351380,DIADEMA,35,7776207.28,8477949.74,9604873.27,10272856.3,10642210.32,10455083.62,9711254.97,11251237.65,12010794.91,12054058.98,12853737.53,4304968.6
351440,DRACENA,35,2506152.63,2514056.49,2724432.17,2887080.08,2957244.58,2885542.5,2882168.9,3242028.67,3487890.38,4171433.22,4420080.84,1490009.41
351500,EMBU DAS ARTES,35,0.0,0.0,0.0,0.0,0.0,0.0,1657430.13,4832992.55,6433364.84,7365659.5,8353523.96,2888904.85
351550,FERNANDOPOLIS,35,4941896.22,5287721.16,5976041.83,6050542.01,6014940.42,6134685.52,6770836.73,7825611.22,8253002.81,8653864.37,8522310.03,2958114.98
351620,FRANCA,35,7742282.95,8058697.59,8886918.56,9216967.97,10054665.7,10874133.09,11237942.67,12106101.54,14236465.79,16496604.1,17169252.61,5029078.03
351630,FRANCISCO MORATO,35,0.0,0.0,0.0,0.0,0.0,0.0,3406383.36,4709892.12,6247130.66,7274701.8,6785425.75,2167462.92
351640,FRANCO DA ROCHA,35,4899130.5,4958847.22,5508893.53,5549534.89,5662974.23,5689627.57,5947130.89,6947732.06,8251398.26,8942747.54,8672793.23,3220217.75
351840,GUARATINGUETA,35,2966527.33,2364242.9,2855667.24,2899433.42,3239838.92,3230447.52,3184528.05,3370828.08,3903481.56,4113687.43,3958030.67,1006873.63
351870,GUARUJA,35,3771464.45,4155060.24,4231272.69,4323896.15,4282639.67,4213203.03,3913525.35,4350170.58,4746884.35,5295463.99,5381974.38,1865973.71
351880,GUARULHOS,35,16240606.71,16822541.8,17597068.81,17665266.68,18297932.21,19279887.49,19212483.47,21531317.72,23094675.7,26056200.47,27974438.07,9607050.43
351907,HORTOLANDIA,35,0.0,0.0,0.0,0.0,3164467.72,4514789.91,4258786.68,4990948.38,5856377.3,6543267.32,5175992.33,0.0
352044,ILHA SOLTEIRA,35,2288204.34,2232659.93,2135692.75,2109208.73,2202239.73,2288002.07,2037732.93,2111326.5,2232817.42,3062397.12,2852748.69,994689.14
352050,INDAIATUBA,35,2255701.36,2530917.33,2639679.53,2607277.92,2724011.55,3351227.17,3364497.57,3720156.4,4163905.37,5511875.06,6815843.12,2235912.85
352220,ITAPECERICA DA SERRA,35,3567395.45,4143859.59,5006892.86,5067591.25,5549206.44,6072446.18,6066950.48,6498018.06,6899412.86,7718519.46,7513733.77,2443038.2
352230,ITAPETININGA,35,5079613.05,5237417.51,5600138.14,5523042.64,5595500.26,5571030.22,5452637.8,4255134.65,7854655.6,8748866.5,8231485.21,2682682.45
352240,ITAPEVA,35,4208421.95,4308164.71,4623803.45,4970350.52,5509084.08,5580400.69,5578835.42,6325808.01,6614354.41,6967232.51,6958986.03,2324208.32
352250,ITAPEVI,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3373040.5,3541267.38,1400662.55,0.0
352260,ITAPIRA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11310.4,10133.54,3765.42
352310,ITAQUAQUECETUBA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786704.17,4706814.42,1641402.91
352340,ITATIBA,35,0.0,0.0,0.0,1523586.21,2209558.01,2296240.65,2344370.39,2582011.61,2710910.82,2823146.36,3018804.04,1050700.28
352390,ITU,35,5485190.24,6000124.97,7179038.08,10336831.93,15206305.9,16525541.15,15513461.54,9289309.98,9730349.2,11128214.8,10873739.4,3656407.85
352410,ITUVERAVA,35,3268034.19,3398378.4,3148738.67,3140902.1,3107155.42,3371749.67,3094673.18,3293219.87,3965778.64,4382790.08,4662682.1,1561936.25
352430,JABOTICABAL,35,2843595.69,3114022.13,3406179.21,3507317.86,3776837.9,4173861.57,4021446.07,4471477.24,4653973.07,5392734.95,5230302.56,1870187.11
352440,JACAREI,35,2515995.83,2868242.31,3493314.89,4020524.11,4419971.11,4435737.41,4359824.56,4772301.58,5038935.12,5168289.84,5284581.58,1826182.24
352530,JAU,35,3278466.22,3555209.6,3923114.55,4078634.9,4579626.0,4982070.45,5092136.25,5413570.09,6045439.1,6818784.92,7184767.94,2096900.05
352590,JUNDIAI,35,6871958.91,7015437.97,8041390.88,7792595.24,7829464.59,7802762.78,6541155.71,6443187.84,5663002.4,5742792.53,5373040.59,1627662.4
352670,LEME,35,1903835.98,1622599.78,1951379.65,1870980.81,2441394.63,3060441.39,3217430.86,4014767.2,4520526.81,4615162.33,4961539.64,1681985.53
352690,LIMEIRA,35,2757468.58,2999334.47,3300267.79,3399899.0,3862996.74,4040163.72,3992452.28,4682457.01,4976806.53,5832830.09,6027222.99,2007381.04
352900,MARILIA,35,4818642.36,5123953.83,5538501.32,5686345.36,5965785.39,6184096.33,5998906.74,7001506.51,7844783.51,8817153.39,8900919.57,2923792.85
352930,MATAO,35,2170101.07,2486596.77,3030965.01,3917927.62,4386559.88,4462943.52,4410989.02,5072846.85,5193699.8,5768831.48,6026309.48,1975354.31
352940,MAUA,35,546693.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418152.66,3187746.21,915198.84
353060,MOGI DAS CRUZES,35,5509381.2,5467302.63,5780380.09,5855725.76,6420045.82,8356353.83,8406336.88,9295758.37,9845527.39,11347329.95,11215896.94,3769137.14
353080,MOGI MIRIM,35,4274846.9,4765493.14,5380945.95,5374103.95,5350762.46,5515953.04,5146861.5,5892711.33,6139755.65,5579620.16,5254075.86,1728275.7
353390,OLIMPIA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437331.98,1593372.48,1715938.32,636495.45
353440,OSASCO,35,9322569.43,9018676.95,8797301.48,8514219.43,9573473.8,9388715.99,9150784.86,11058459.93,12011863.61,14256130.39,15264300.81,5425881.75
353470,OURINHOS,35,2839775.08,2825041.81,3145593.26,3183228.81,3278279.34,3596367.83,3727569.93,4412956.08,5096926.07,5625858.18,6238237.21,2299335.18
353620,PARIQUERA-ACU,35,3697080.88,4203948.15,4964630.89,5033502.68,5155934.7,5176401.47,5381295.6,6740116.76,7203289.18,7748661.96,7959774.08,2832258.37
353800,PINDAMONHANGABA,35,4058238.82,4137958.02,4435355.39,4640176.9,4853537.55,4980132.61,4536891.54,5124153.78,6208081.14,6731882.57,6695203.0,2202489.08
353870,PIRACICABA,35,6703502.49,6470727.4,6971626.44,6798605.07,6746322.49,6577298.38,7396325.23,8315866.1,8722314.03,9421805.3,9580623.58,3292075.95
353930,PIRASSUNUNGA,35,0.0,0.0,0.0,0.0,0.0,0.0,177887.2,1309678.78,1747778.06,2130012.52,2284000.42,812322.97
354100,PRAIA GRANDE,35,0.0,5400.0,321141.15,4220302.12,3858498.09,5003775.33,5196209.65,6008583.29,6509417.53,7121686.47,6705112.39,2003777.56
354130,PRESIDENTE EPITACIO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307708.59,1923938.42,2768749.12,2902369.47,991643.66
354140,PRESIDENTE PRUDENTE,35,7862776.22,7569835.73,8653844.28,9216881.74,8925939.03,8968743.04,9065005.37,9567874.92,9532512.8,10012008.62,9989601.23,3412655.25
354160,PROMISSAO,35,2546484.08,2997174.02,3536839.03,3498745.69,3459117.41,3460874.06,3211623.51,3410555.63,3813253.37,4234891.1,4436399.56,1486091.46
354340,RIBEIRAO PRETO,35,16826365.85,17671586.26,19513722.85,20944095.09,21174460.07,21293329.36,21181267.73,23183063.19,25399179.78,28391696.35,28559615.18,9714594.21
354390,RIO CLARO,35,2718308.59,2558402.35,2798865.72,3003803.34,3230256.36,3247017.37,3021434.33,3340118.19,3582864.07,3759215.28,3908605.42,1306962.89
354580,SANTA BARBARA D'OESTE,35,3633332.9,3656807.34,3651546.61,3471509.58,3445677.38,3190830.17,2996310.13,3442902.98,3871258.06,4277658.82,4466706.14,1470049.16
354730,SANTANA DE PARNAIBA,35,4004693.57,4424872.57,5039489.21,4989873.23,5567479.12,5616271.38,5437963.63,6582431.67,6499159.19,6161085.07,6698876.72,2273437.52
354780,SANTO ANDRE,35,6817894.57,6483946.91,7331112.77,8019204.29,8094276.76,8096396.84,8295488.36,9372717.99,10914729.98,11959459.07,11653707.9,3873176.45
354850,SANTOS,35,7004381.67,6830975.04,7851428.4,7810920.8,8137045.42,8318625.47,7815130.05,7976765.83,9848668.0,10938150.27,11879946.86,4458664.28
354870,SAO BERNARDO DO CAMPO,35,8355968.44,9221522.33,9657555.22,10353362.69,10547436.8,10410846.04,10408925.26,11275630.78,11763092.82,14481058.91,15423415.47,5068779.64
354880,SAO CAETANO DO SUL,35,5836372.13,6063773.1,6167686.31,6693729.21,7026499.75,7719044.15,7584065.58,7111473.68,7366239.51,7967863.98,7758076.3,2623378.45
354890,SAO CARLOS,35,3710782.17,3992164.6,4160355.34,4325861.0,4706254.43,5208310.06,5231983.53,6222978.06,6357694.46,6703955.63,6587687.26,2170100.97
354910,SAO JOAO DA BOA VISTA,35,6380336.78,6617649.32,7447603.66,7791890.21,7723404.94,8265197.33,7916666.35,8453743.58,9117932.66,9878823.95,10051009.47,3504066.76
