cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023
330350,NOVA IGUACU,33,50767.0,50819.0,50553.0,48294.0,41385.0,46122.0,46811.0,43154.0,44516.0
330360,PARACAMBI,33,11138.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330390,PETROPOLIS,33,22426.0,20789.0,20732.0,20652.0,21362.0,20144.0,18363.0,18581.0,17475.0
330400,PIRAI,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
330414,QUEIMADOS,33,37433.0,38401.0,39038.0,42788.0,46423.0,47059.0,45509.0,49303.0,50360.0
330420,RESENDE,33,6418.0,7359.0,7789.0,9140.0,8281.0,8591.0,8546.0,7958.0,10070.0
330430,RIO BONITO,33,20473.0,19104.0,21013.0,20708.0,22024.0,22995.0,23859.0,23920.0,24528.0
330455,RIO DE JANEIRO,33,463254.0,455989.0,445451.0,440203.0,436784.0,439614.0,419467.0,421856.0,439330.0
330470,SANTO ANTONIO DE PADUA,33,18974.0,19102.0,19259.0,19641.0,20298.0,20362.0,20525.0,20087.0,20578.0
330490,SAO GONCALO,33,78600.0,78135.0,81807.0,81954.0,83591.0,81770.0,75477.0,78238.0,78755.0
330510,SAO JOAO DE MERITI,33,48873.0,46940.0,50093.0,49675.0,49221.0,46236.0,42583.0,42626.0,45537.0
330580,TERESOPOLIS,33,0.0,0.0,0.0,913.0,16848.0,20489.0,20530.0,20714.0,20249.0
330600,TRES RIOS,33,21279.0,22089.0,20955.0,19951.0,18208.0,18025.0,17713.0,19294.0,20973.0
330610,VALENCA,33,17797.0,18154.0,17835.0,17328.0,17914.0,17190.0,18077.0,17261.0,17338.0
330620,VASSOURAS,33,8351.0,8467.0,8391.0,8669.0,9527.0,9810.0,10257.0,10448.0,10203.0
330630,VOLTA REDONDA,33,7389.0,6846.0,5920.0,16950.0,23761.0,28864.0,30164.0,32963.0,38021.0
350010,ADAMANTINA,35,9820.0,10454.0,11334.0,11621.0,11800.0,11946.0,11913.0,11191.0,10807.0
350160,AMERICANA,35,14721.0,13555.0,12335.0,12039.0,11681.0,11556.0,11602.0,10981.0,11749.0
350170,AMERICO BRASILIENSE,35,2.0,7.0,8.0,10.0,9.0,4.0,4.0,15.0,17.0
350190,AMPARO,35,14184.0,15351.0,14654.0,15553.0,17182.0,18204.0,17252.0,16507.0,17096.0
350210,ANDRADINA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350280,ARACATUBA,35,25870.0,29743.0,35910.0,41581.0,42307.0,44707.0,45576.0,46261.0,46210.0
350320,ARARAQUARA,35,31905.0,32209.0,33875.0,35151.0,35710.0,36525.0,35811.0,34865.0,37443.0
350330,ARARAS,35,9917.0,10772.0,11587.0,12114.0,12523.0,13459.0,14310.0,14553.0,14820.0
350400,ASSIS,35,17604.0,17189.0,16823.0,16909.0,17105.0,17867.0,17980.0,17991.0,18368.0
350450,AVARE,35,14113.0,15893.0,17016.0,17759.0,18857.0,19299.0,19450.0,19833.0,20385.0
350550,BARRETOS,35,20506.0,21198.0,21995.0,24771.0,26845.0,27492.0,27735.0,26435.0,26158.0
350570,BARUERI,35,13885.0,14595.0,16440.0,17904.0,23133.0,33485.0,31631.0,34291.0,38875.0
350590,BATATAIS,35,14379.0,16430.0,17145.0,17606.0,19741.0,19649.0,19005.0,18024.0,18412.0
350600,BAURU,35,48010.0,50831.0,51155.0,51829.0,50705.0,50533.0,51230.0,51654.0,51648.0
350610,BEBEDOURO,35,18578.0,20259.0,22387.0,23935.0,25099.0,26982.0,28932.0,28848.0,27285.0
350750,BOTUCATU,35,31047.0,31340.0,32421.0,32876.0,32179.0,32799.0,34022.0,33302.0,32476.0
350760,BRAGANCA PAULISTA,35,52048.0,46938.0,44516.0,45100.0,45268.0,48217.0,44271.0,43949.0,39417.0
350950,CAMPINAS,35,106414.0,116497.0,121961.0,127193.0,123156.0,122713.0,120859.0,115203.0,125813.0
350960,CAMPO LIMPO PAULISTA,35,0.0,0.0,0.0,5526.0,17280.0,21749.0,24883.0,26805.0,29307.0
351050,CARAGUATATUBA,35,0.0,0.0,5762.0,23835.0,26843.0,29391.0,31302.0,32835.0,33817.0
351060,CARAPICUIBA,35,30763.0,22769.0,18206.0,18121.0,18513.0,18924.0,18026.0,18682.0,18252.0
351110,CATANDUVA,35,11207.0,11909.0,12347.0,12601.0,14483.0,15059.0,14061.0,14446.0,14535.0
351340,CRUZEIRO,35,9158.0,8912.0,8566.0,9438.0,10144.0,10518.0,9589.0,9448.0,3844.0
351350,CUBATAO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0
351380,DIADEMA,35,42842.0,46482.0,48513.0,51545.0,53499.0,52786.0,48979.0,50880.0,51824.0
351440,DRACENA,35,13840.0,13799.0,13880.0,14724.0,15087.0,14705.0,14751.0,14860.0,15152.0
351500,EMBU DAS ARTES,35,0.0,0.0,0.0,0.0,0.0,0.0,9009.0,23095.0,29604.0
351550,FERNANDOPOLIS,35,27309.0,29172.0,30566.0,30923.0,30755.0,31444.0,34754.0,35814.0,35894.0
351620,FRANCA,35,41411.0,42291.0,43853.0,45358.0,49634.0,53908.0,55670.0,53948.0,59932.0
351630,FRANCISCO MORATO,35,0.0,0.0,0.0,0.0,0.0,0.0,17531.0,21638.0,27343.0
351640,FRANCO DA ROCHA,35,27028.0,26995.0,27700.0,27994.0,28526.0,28834.0,30222.0,31577.0,35706.0
351840,GUARATINGUETA,35,16404.0,12543.0,13071.0,13420.0,16514.0,16504.0,16422.0,15268.0,16855.0
351870,GUARUJA,35,20595.0,22098.0,20871.0,21684.0,21682.0,21287.0,19823.0,19655.0,20288.0
351880,GUARULHOS,35,88754.0,90949.0,88489.0,88647.0,91748.0,97206.0,97433.0,97167.0,99316.0
351907,HORTOLANDIA,35,0.0,0.0,0.0,0.0,16092.0,23133.0,21883.0,22717.0,25364.0
352044,ILHA SOLTEIRA,35,12574.0,12218.0,10868.0,10787.0,11322.0,11795.0,10611.0,9736.0,9789.0
352050,INDAIATUBA,35,12574.0,14123.0,13595.0,13370.0,13970.0,17449.0,17549.0,17205.0,18127.0
352220,ITAPECERICA DA SERRA,35,19583.0,22633.0,25422.0,25710.0,28174.0,30876.0,30958.0,29553.0,29936.0
352230,ITAPETININGA,35,28154.0,28874.0,28628.0,28286.0,28628.0,28597.0,27981.0,19378.0,34225.0
352240,ITAPEVA,35,23250.0,23722.0,23634.0,25445.0,28142.0,28587.0,28831.0,28998.0,28792.0
352250,ITAPEVI,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14588.0
352260,ITAPIRA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352310,ITAQUAQUECETUBA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352340,ITATIBA,35,0.0,0.0,0.0,7403.0,11285.0,11712.0,11939.0,11764.0,11796.0
352390,ITU,35,30012.0,32573.0,36182.0,52259.0,76763.0,83404.0,78567.0,41902.0,41966.0
352410,ITUVERAVA,35,17994.0,18441.0,15923.0,15893.0,15696.0,17290.0,15984.0,15019.0,17265.0
352430,JABOTICABAL,35,15595.0,17014.0,17258.0,17723.0,19015.0,21156.0,20464.0,20265.0,19977.0
352440,JACAREI,35,13404.0,15283.0,17550.0,20032.0,21904.0,22086.0,21783.0,21460.0,21602.0
352530,JAU,35,18186.0,19679.0,20004.0,20836.0,23305.0,25350.0,25683.0,24334.0,25960.0
352590,JUNDIAI,35,37847.0,38507.0,40147.0,39038.0,39237.0,39563.0,33337.0,29116.0,24353.0
352670,LEME,35,10612.0,9076.0,10105.0,9576.0,12337.0,15568.0,16370.0,18128.0,19541.0
352690,LIMEIRA,35,15159.0,16300.0,16602.0,17132.0,19564.0,20666.0,20297.0,21447.0,21437.0
352900,MARILIA,35,26443.0,27661.0,27717.0,28560.0,29961.0,31111.0,30328.0,31562.0,33621.0
352930,MATAO,35,12069.0,13567.0,15169.0,19666.0,22195.0,22552.0,22348.0,23075.0,22381.0
352940,MAUA,35,3046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353060,MOGI DAS CRUZES,35,30558.0,30246.0,29427.0,29870.0,32714.0,42729.0,43295.0,42536.0,42960.0
353080,MOGI MIRIM,35,23259.0,25505.0,26939.0,27106.0,26824.0,27746.0,26012.0,26599.0,26239.0
353390,OLIMPIA,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0
353440,OSASCO,35,50995.0,48935.0,44433.0,42929.0,48262.0,47586.0,46521.0,50288.0,52107.0
353470,OURINHOS,35,15726.0,15521.0,15905.0,16173.0,16671.0,18253.0,18911.0,19992.0,21981.0
353620,PARIQUERA-ACU,35,20438.0,23118.0,25309.0,25558.0,26254.0,26643.0,28115.0,31021.0,31367.0
353800,PINDAMONHANGABA,35,22380.0,22622.0,22464.0,23630.0,24754.0,25493.0,23407.0,23490.0,26972.0
353870,PIRACICABA,35,36893.0,35187.0,35064.0,34387.0,34091.0,33401.0,37666.0,37985.0,38105.0
353930,PIRASSUNUNGA,35,0.0,0.0,0.0,0.0,0.0,0.0,916.0,5996.0,7660.0
354100,PRAIA GRANDE,35,0.0,9.0,1509.0,19139.0,19636.0,25407.0,26186.0,27441.0,28149.0
354130,PRESIDENTE EPITACIO,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405.0,8242.0
354140,PRESIDENTE PRUDENTE,35,43142.0,41082.0,43569.0,46594.0,45331.0,45561.0,46181.0,43505.0,41254.0
354160,PROMISSAO,35,13947.0,16543.0,17963.0,17799.0,17591.0,17544.0,16248.0,15500.0,16649.0
354340,RIBEIRAO PRETO,35,91166.0,94882.0,97530.0,103998.0,107063.0,108195.0,107268.0,105149.0,109699.0
354390,RIO CLARO,35,15053.0,14117.0,14097.0,15104.0,16279.0,16362.0,15201.0,15147.0,15431.0
354580,SANTA BARBARA D'OESTE,35,19972.0,19875.0,18517.0,17628.0,17589.0,16433.0,15367.0,15771.0,16765.0
354730,SANTANA DE PARNAIBA,35,22076.0,24533.0,25841.0,25564.0,28595.0,28651.0,27430.0,29817.0,28226.0
354780,SANTO ANDRE,35,37678.0,35658.0,37313.0,40813.0,41277.0,41280.0,42102.0,42581.0,47041.0
354850,SANTOS,35,38969.0,37620.0,39834.0,39758.0,41394.0,42334.0,39640.0,36043.0,42141.0
354870,SAO BERNARDO DO CAMPO,35,45376.0,49186.0,48064.0,51632.0,52696.0,52635.0,52473.0,50668.0,49829.0
354880,SAO CAETANO DO SUL,35,32217.0,33222.0,31395.0,33802.0,35143.0,39520.0,39051.0,31768.0,31011.0
354890,SAO CARLOS,35,20515.0,22064.0,21164.0,21936.0,23875.0,26212.0,26434.0,28209.0,27515.0
354910,SAO JOAO DA BOA VISTA,35,34905.0,35943.0,37644.0,39525.0,39161.0,42013.0,40421.0,38319.0,39271.0
354940,SAO JOAQUIM DA BARRA,35,0.0,0.0,2822.0,11451.0,14574.0,13845.0,12542.0,11896.0,11863.0
354970,SAO JOSE DO RIO PARDO,35,9064.0,10819.0,10452.0,13070.0,14598.0,15442.0,16190.0,18031.0,20310.0
354980,SAO JOSE DO RIO PRETO,35,67623.0,72003.0,73821.0,73159.0,75283.0,79162.0,73785.0,73143.0,82096.0
354990,SAO JOSE DOS CAMPOS,35,42443.0,47059.0,51035.0,51406.0,51744.0,52880.0,45906.0,51375.0,55261.0
355030,SAO PAULO,35,981936.0,1004704.0,1014049.0,1010720.0,1037699.0,1049898.0,1024378.0,1037539.0,1047357.0
355060,SAO ROQUE,35,15871.0,16013.0,16139.0,22556.0,6146.0,0.0,0.0,0.0,0.0
355070,SAO SEBASTIAO,35,18435.0,14711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355100,SAO VICENTE,35,19593.0,17792.0,17648.0,15637.0,15545.0,14150.0,15599.0,18117.0,15864.0
355150,SERRANA,35,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,0.0
355170,SERTAOZINHO,35,25263.0,25268.0,28143.0,28345.0,31843.0,30509.0,30641.0,30855.0,25514.0
355220,SOROCABA,35,59112.0,55385.0,54440.0,54077.0,53043.0,51260.0,51102.0,92452.0,105079.0
355240,SUMARE,35,43532.0,46939.0,51531.0,64090.0,63779.0,64036.0,59052.0,56926.0,67327.0
355250,SUZANO,35,30422.0,29056.0,26809.0,27005.0,29556.0,35728.0,37223.0,52111.0,54007.0
355280,TABOAO DA SERRA,35,50190.0,54015.0,54484.0,53944.0,54163.0,63937.0,61708.0,60112.0,69668.0
355410,TAUBATE,35,54362.0,59501.0,64056.0,65854.0,64711.0,69775.0,70539.0,69934.0,66353.0
355500,TUPA,35,13075.0,13243.0,13651.0,14943.0,15269.0,16624.0,18367.0,18742.0,18213.0
355710,VOTUPORANGA,35,24707.0,26123.0,28422.0,29204.0,32045.0,36015.0,35883.0,38183.0,40968.0
410140,APUCARANA,41,16819.0,17604.0,19896.0,21958.0,23142.0,22341.0,22490.0,22948.0,21771.0
410150,ARAPONGAS,41,11243.0,11073.0,10876.0,12030.0,12091.0,12126.0,12274.0,13661.0,15225.0
410180,ARAUCARIA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10591.0,14562.0
410400,CAMPINA GRANDE DO SUL,41,19925.0,20796.0,24423.0,23486.0,25844.0,25533.0,25089.0,26226.0,27267.0
410420,CAMPO LARGO,41,13103.0,15153.0,16471.0,16937.0,20623.0,21948.0,16737.0,16729.0,18155.0
410430,CAMPO MOURAO,41,19330.0,19549.0,19185.0,22453.0,24271.0,27411.0,30083.0,30599.0,30829.0
410480,CASCAVEL,41,25677.0,25369.0,25176.0,27227.0,29207.0,28795.0,28424.0,29907.0,29096.0
410490,CASTRO,41,6828.0,8318.0,10765.0,11949.0,12314.0,12777.0,13108.0,13168.0,6204.0
410550,CIANORTE,41,12070.0,12269.0,11641.0,10522.0,10604.0,11382.0,13142.0,12761.0,13817.0
410580,COLOMBO,41,0.0,0.0,0.0,8265.0,13034.0,17143.0,17217.0,18981.0,22385.0
410590,COLORADO,41,0.0,0.0,0.0,0.0,0.0,0.0,6469.0,9136.0,8824.0
410640,CORNELIO PROCOPIO,41,39686.0,39628.0,38854.0,39344.0,41220.0,42821.0,40550.0,38103.0,37766.0
410690,CURITIBA,41,113907.0,109854.0,111725.0,113940.0,114714.0,122808.0,119954.0,118508.0,129322.0
410830,FOZ DO IGUACU,41,32999.0,36636.0,38199.0,40654.0,44215.0,47237.0,47569.0,50995.0,52424.0
410840,FRANCISCO BELTRAO,41,13617.0,13115.0,14450.0,14311.0,14396.0,15551.0,15183.0,16136.0,17041.0
410940,GUARAPUAVA,41,25730.0,25461.0,24839.0,24847.0,25820.0,27046.0,27801.0,27682.0,28417.0
411070,IRATI,41,11796.0,11232.0,11555.0,12514.0,12312.0,12637.0,13320.0,13231.0,13995.0
411150,IVAIPORA,41,17666.0,18891.0,18634.0,18572.0,18657.0,20688.0,21330.0,21223.0,20492.0
411370,LONDRINA,41,63209.0,60333.0,63544.0,65269.0,73108.0,82356.0,88145.0,83643.0,85796.0
411520,MARINGA,41,51574.0,54787.0,55467.0,58238.0,62248.0,60654.0,55514.0,56709.0,60040.0
411580,MEDIANEIRA,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411820,PARANAGUA,41,12160.0,14314.0,15291.0,15525.0,16067.0,15998.0,15602.0,19376.0,21482.0
411840,PARANAVAI,41,29521.0,29388.0,29718.0,29582.0,30521.0,30553.0,32129.0,32809.0,32140.0
411850,PATO BRANCO,41,10536.0,10541.0,9026.0,11011.0,11683.0,11774.0,12941.0,15082.0,16308.0
411990,PONTA GROSSA,41,24668.0,23246.0,25527.0,25875.0,25850.0,25355.0,23382.0,24979.0,29713.0
412240,ROLANDIA,41,0.0,0.0,3762.0,15275.0,15462.0,15922.0,19425.0,27709.0,33221.0
412410,SANTO ANTONIO DA PLATINA,41,20408.0,21842.0,23032.0,24416.0,27130.0,28216.0,29377.0,29357.0,30207.0
412550,SAO JOSE DOS PINHAIS,41,15545.0,17612.0,19099.0,23244.0,25680.0,25842.0,23853.0,25109.0,25682.0
412710,TELEMACO BORBA,41,12369.0,11078.0,10432.0,10136.0,10015.0,9508.0,8243.0,6559.0,11100.0
412770,TOLEDO,41,15728.0,16419.0,17474.0,18443.0,20017.0,21355.0,22174.0,21972.0,22583.0
412810,UMUARAMA,41,19751.0,20938.0,22911.0,24772.0,26565.0,25688.0,26841.0,26450.0,26275.0
412820,UNIAO DA VITORIA,41,6812.0,6243.0,7706.0,8769.0,10764.0,11816.0,12085.0,11698.0,11513.0
420140,ARARANGUA,42,7557.0,8156.0,8444.0,9932.0,9040.0,9556.0,7909.0,8855.0,10108.0
420200,BALNEARIO CAMBORIU,42,15037.0,17793.0,18844.0,21682.0,24592.0,26886.0,27734.0,31939.0,32971.0
420240,BLUMENAU,42,18343.0,19843.0,19232.0,19718.0,20115.0,22957.0,23520.0,24655.0,27302.0
420290,BRUSQUE,42,10683.0,10411.0,11553.0,12935.0,13797.0,14535.0,15592.0,16225.0,19061.0
420420,CHAPECO,42,25080.0,24479.0,25010.0,23916.0,24703.0,25697.0,25275.0,25221.0,24340.0
420430,CONCORDIA,42,6542.0,7179.0,7605.0,7794.0,7554.0,8052.0,7471.0,7843.0,7858.0
420460,CRICIUMA,42,25728.0,28396.0,30556.0,31625.0,30787.0,30534.0,28963.0,27222.0,28144.0
420480,CURITIBANOS,42,6402.0,6320.0,6610.0,6550.0,6110.0,5254.0,5238.0,6001.0,6181.0
420540,FLORIANOPOLIS,42,22905.0,24611.0,26892.0,29675.0,32618.0,33433.0,34021.0,34803.0,33710.0
420820,ITAJAI,42,17819.0,19838.0,20529.0,21404.0,26549.0,29499.0,31654.0,37441.0,42684.0
420890,JARAGUA DO SUL,42,11067.0,11932.0,11698.0,12774.0,13184.0,12805.0,13184.0,13344.0,15082.0
420900,JOACABA,42,10029.0,9897.0,11248.0,11431.0,11306.0,953.0,0.0,0.0,0.0
420910,JOINVILLE,42,47135.0,48377.0,50586.0,53471.0,54876.0,53447.0,48045.0,49034.0,55709.0
420930,LAGES,42,15614.0,17014.0,18822.0,18000.0,21835.0,23844.0,23908.0,26111.0,29171.0
421003,LUZERNA,42,0.0,0.0,0.0,0.0,0.0,0.0,10037.0,10554.0,11233.0
421010,MAFRA,42,15558.0,15551.0,14755.0,15909.0,15584.0,14605.0,15565.0,15068.0,14756.0
421480,RIO DO SUL,42,17364.0,18573.0,20619.0,21191.0,21101.0,22954.0,24256.0,24141.0,24812.0
421580,SAO BENTO DO SUL,42,12516.0,13974.0,15942.0,17366.0,18219.0,18347.0,17611.0,17420.0,18572.0
421660,SAO JOSE,42,12806.0,13343.0,12255.0,11096.0,11256.0,11996.0,12392.0,12789.0,13182.0
421720,SAO MIGUEL DO OESTE,42,14947.0,15016.0,15874.0,16182.0,15951.0,17007.0,17267.0,17272.0,17079.0
421820,TIMBO,42,8948.0,8684.0,9294.0,10215.0,11835.0,13112.0,13395.0,14553.0,16210.0
421870,TUBARAO,42,18101.0,19793.0,22170.0,24949.0,26472.0,29022.0,28450.0,29790.0,30644.0
421930,VIDEIRA,42,9203.0,8377.0,9381.0,9838.0,9290.0,9016.0,8973.0,10112.0,11312.0
421950,XANXERE,42,8758.0,7864.0,6932.0,7959.0,8036.0,8691.0,8025.0,8508.0,9620.0
430040,ALEGRETE,43,7527.0,8076.0,8123.0,7900.0,8603.0,9395.0,9721.0,8456.0,8577.0
430060,ALVORADA,43,16313.0,17651.0,19601.0,20892.0,20656.0,20347.0,20344.0,20607.0,20411.0
430160,BAGE,43,13623.0,15086.0,15022.0,13092.0,13230.0,12698.0,12612.0,13373.0,14345.0
430210,BENTO GONCALVES,43,6781.0,6652.0,6636.0,6718.0,7060.0,7393.0,6170.0,5780.0,6403.0
430300,CACHOEIRA DO SUL,43,18320.0,18595.0,18846.0,18674.0,18618.0,19112.0,18756.0,17360.0,16378.0
430310,CACHOEIRINHA,43,20689.0,20294.0,18832.0,18188.0,21644.0,23001.0,22811.0,20828.0,18756.0
430350,CAMAQUA,43,9368.0,10080.0,11461.0,11852.0,11678.0,11278.0,10291.0,10218.0,10774.0
430390,CAMPO BOM,43,13881.0,14132.0,13791.0,14225.0,15769.0,18380.0,19949.0,18614.0,18422.0
430440,CANELA,43,1624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430460,CANOAS,43,21336.0,19875.0,20226.0,20035.0,15190.0,10704.0,13836.0,14007.0,20106.0
430470,CARAZINHO,43,7568.0,7764.0,8837.0,9181.0,9007.0,9640.0,10108.0,11106.0,10302.0
430510,CAXIAS DO SUL,43,25845.0,26429.0,25449.0,25097.0,27268.0,28723.0,28984.0,29364.0,28417.0
430610,CRUZ ALTA,43,12011.0,11909.0,11732.0,11515.0,12015.0,13872.0,14326.0,13294.0,13227.0
430700,ERECHIM,43,8097.0,8724.0,9235.0,9842.0,9729.0,10028.0,10231.0,9953.0,12636.0
430770,ESTEIO,43,14779.0,14747.0,13088.0,13112.0,13211.0,11098.0,4720.0,4949.0,5418.0
430780,ESTRELA,43,2209.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.0,10151.0
430850,FREDERICO WESTPHALEN,43,11657.0,8885.0,11405.0,11930.0,12477.0,13354.0,13945.0,13861.0,13823.0
430920,GRAVATAI,43,19806.0,20490.0,20430.0,20373.0,20973.0,21771.0,21260.0,22593.0,21878.0
430930,GUAIBA,43,10954.0,8605.0,6283.0,9274.0,11769.0,12123.0,15727.0,18068.0,14703.0
431020,IJUI,43,13671.0,13031.0,12540.0,13219.0,13982.0,16780.0,19646.0,20047.0,20758.0
431060,ITAQUI,43,2738.0,2933.0,2696.0,2977.0,3420.0,3037.0,3453.0,3451.0,3166.0
431140,LAJEADO,43,11842.0,13907.0,14819.0,15991.0,16727.0,18210.0,18791.0,19458.0,13075.0
431240,MONTENEGRO,43,12972.0,13071.0,14511.0,14783.0,15145.0,16127.0,15135.0,15333.0,16981.0
431330,NOVA PRATA,43,5275.0,5137.0,4660.0,5591.0,5728.0,5324.0,6314.0,6729.0,7560.0
431340,NOVO HAMBURGO,43,18471.0,19875.0,19776.0,19345.0,18578.0,18775.0,17213.0,16751.0,18376.0
431350,OSORIO,43,22804.0,22970.0,22415.0,21996.0,22453.0,22818.0,23602.0,25192.0,24326.0
431410,PASSO FUNDO,43,28229.0,28807.0,27890.0,30663.0,33698.0,34594.0,36623.0,38682.0,42047.0
431440,PELOTAS,43,42163.0,42707.0,43318.0,42050.0,41333.0,42826.0,44601.0,44313.0,46640.0
431490,PORTO ALEGRE,43,149514.0,147839.0,147310.0,145297.0,144636.0,141013.0,135399.0,139388.0,143373.0
431560,RIO GRANDE,43,23634.0,23037.0,21203.0,20606.0,22846.0,24087.0,24997.0,26146.0,24571.0
431640,ROSARIO DO SUL,43,6209.0,5583.0,6279.0,6256.0,7140.0,6889.0,5873.0,6528.0,7328.0
431680,SANTA CRUZ DO SUL,43,14751.0,13445.0,14790.0,15833.0,17036.0,17931.0,18383.0,19286.0,19281.0
431690,SANTA MARIA,43,31950.0,33922.0,34763.0,35793.0,36028.0,37472.0,37766.0,40412.0,42945.0
431710,SANT'ANA DO LIVRAMENTO,43,7631.0,7601.0,7374.0,7470.0,7957.0,7862.0,8281.0,8226.0,9930.0
431720,SANTA ROSA,43,10695.0,10572.0,10719.0,12618.0,12150.0,13337.0,15834.0,15321.0,16710.0
431740,SANTIAGO,43,3356.0,4460.0,4274.0,4164.0,4233.0,4380.0,4690.0,5936.0,6192.0
431750,SANTO ANGELO,43,24266.0,23075.0,22006.0,23905.0,27258.0,26056.0,24019.0,23188.0,23551.0
431800,SAO BORJA,43,6845.0,7201.0,7284.0,7790.0,8300.0,8832.0,8585.0,8038.0,7270.0
431830,SAO GABRIEL,43,6306.0,6069.0,6207.0,5733.0,6007.0,5946.0,5805.0,4762.0,6032.0
431870,SAO LEOPOLDO,43,16417.0,16227.0,15922.0,16212.0,16583.0,16345.0,16679.0,17284.0,17426.0
431880,SAO LOURENCO DO SUL,43,4172.0,4377.0,3984.0,4322.0,4025.0,4300.0,4757.0,4035.0,3585.0
432000,SAPUCAIA DO SUL,43,0.0,0.0,0.0,191.0,4905.0,7615.0,9099.0,7504.0,5620.0
432080,SOLEDADE,43,6249.0,6400.0,6541.0,6654.0,6086.0,6151.0,6345.0,6788.0,6382.0
432120,TAQUARA,43,14812.0,16561.0,16942.0,16924.0,16932.0,17551.0,16623.0,15238.0,14643.0
432150,TORRES,43,7671.0,8539.0,9032.0,10785.0,14280.0,17498.0,19566.0,19100.0,17092.0
432190,TRES PASSOS,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432240,URUGUAIANA,43,6177.0,6506.0,6796.0,5416.0,6323.0,7436.0,7493.0,8272.0,7255.0
432250,VACARIA,43,11572.0,12295.0,12826.0,11973.0,12450.0,13583.0,12970.0,12814.0,13319.0
432260,VENANCIO AIRES,43,9517.0,9407.0,9771.0,10470.0,11154.0,13033.0,12368.0,11618.0,9957.0
432300,VIAMAO,43,10521.0,10871.0,11467.0,12674.0,12596.0,12081.0,12491.0,12114.0,12971.0
500110,AQUIDAUANA,50,11434.0,13050.0,14011.0,14256.0,14811.0,14991.0,15105.0,15574.0,15511.0
500190,BATAGUASSU,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500270,CAMPO GRANDE,50,114843.0,112967.0,114972.0,117851.0,123045.0,133288.0,131072.0,133092.0,148845.0
500320,CORUMBA,50,10772.0,11318.0,12607.0,15355.0,16934.0,18910.0,20057.0,19871.0,18898.0
500325,COSTA RICA,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,4149.0
500330,COXIM,50,0.0,0.0,6305.0,7610.0,8043.0,8676.0,8807.0,9133.0,10665.0
500370,DOURADOS,50,24763.0,28051.0,28133.0,31757.0,33795.0,33265.0,32812.0,34140.0,33786.0
500630,PARANAIBA,50,10147.0,10373.0,11293.0,12168.0,12825.0,12228.0,13325.0,12363.0,11890.0
500660,PONTA PORA,50,18059.0,17221.0,17310.0,17833.0,19776.0,19832.0,18484.0,17935.0,17259.0
500830,TRES LAGOAS,50,8974.0,10536.0,9837.0,9655.0,11225.0,12139.0,12541.0,12150.0,12942.0
510180,BARRA DO GARCAS,51,14845.0,15259.0,15958.0,18157.0,20375.0,19285.0,16688.0,18459.0,20453.0
510250,CACERES,51,28268.0,28294.0,30699.0,30863.0,32268.0,32650.0,32096.0,34451.0,35497.0
510340,CUIABA,51,86599.0,85963.0,87042.0,91100.0,97306.0,96556.0,97739.0,102905.0,105206.0
510410,GUARANTA DO NORTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510704,PRIMAVERA DO LESTE,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2375.0,10089.0
510760,RONDONOPOLIS,51,41515.0,43893.0,44486.0,40101.0,37453.0,39292.0,41345.0,45094.0,44077.0
510790,SINOP,51,23290.0,25472.0,26520.0,28797.0,33256.0,39422.0,37917.0,37093.0,40755.0
510792,SORRISO,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510795,TANGARA DA SERRA,51,19944.0,21194.0,23725.0,24895.0,23407.0,24256.0,23720.0,24531.0,23427.0
510840,VARZEA GRANDE,51,16437.0,19738.0,22323.0,26764.0,29279.0,30606.0,31062.0,32337.0,33114.0
520025,AGUAS LINDAS DE GOIAS,52,17985.0,23128.0,28024.0,26800.0,25050.0,22710.0,19643.0,25922.0,27517.0
520110,ANAPOLIS,52,39985.0,40184.0,42498.0,45947.0,47697.0,46329.0,42497.0,40514.0,38229.0
