cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023,valor_2015_2023,media_pre_pandemia,media_pandemia,media_pos_pandemia,crescimento_pos_vs_pre_pct,participacao_nacional_pct,ranking_valor
251080,PATOS,25,2168390.31,2269004.93,2610490.62,2991162.81,4433079.35,4486130.0,5656009.93,6984032.78,7822178.26,39420478.99,2894425.604,5071069.965,7403105.52,155.77114539648744,0.13908846337579064,234
421480,RIO DO SUL,42,3195585.71,3447144.86,4102225.36,4194888.39,4177419.91,4515355.98,4720446.11,5254109.61,5683205.52,39290381.45,3823452.846,4617901.045,5468657.5649999995,43.02929276926146,0.13862943630683594,235
420240,BLUMENAU,42,3360338.28,3638734.58,3789721.57,3911911.09,3969776.86,4489598.94,4627702.96,5305349.88,6164931.28,39258065.44,3734096.476,4558650.95,5735140.58,53.588441457290315,0.13851541475538606,236
330630,VOLTA REDONDA,33,1336979.8,1238498.88,1162291.17,3321038.08,4653318.26,5639787.68,5881235.91,7245205.39,8769478.69,39247833.86,2342425.238,5760511.795,8007342.039999999,241.83981243460283,0.13847931436349412,237
110002,ARIQUEMES,11,84402.44,2728316.88,3960780.11,5040037.08,5165306.87,5032372.74,5041078.4,6177838.41,5954406.05,39184538.98,3395768.676,5036725.57,6066122.23,78.63767555408126,0.1382559891319314,238
520860,GOIANESIA,52,4061392.02,3917961.08,4403749.64,4447992.83,4387631.52,4499389.02,4410644.38,4884153.93,3857363.08,38870277.5,4243745.418,4455016.699999999,4370758.505,2.9929478441677926,0.13714717088640757,239
351050,CARAGUATATUBA,35,0.0,0.0,1284943.15,5284100.61,5350485.11,5781866.04,6121572.2,7231580.13,7811479.64,38866026.879999995,2383905.774,5951719.12,7521529.885,215.51288507429066,0.13713217329583172,240
313840,LEOPOLDINA,31,2462536.78,3012080.38,3865031.55,4514205.21,4851422.7,5038818.07,4704663.41,5113170.82,5253551.78,38815480.7,3741055.324,4871740.74,5183361.300000001,38.55345219695556,0.1369538296864733,241
314000,MARIANA,31,2641383.61,2792912.41,2974915.88,3687939.72,4288372.55,4436843.93,4894656.98,6112099.56,6722288.09,38551412.73,3277104.834,4665750.455,6417193.824999999,95.81899725701604,0.13602211071412437,242
430920,GRAVATAI,43,3677685.28,3888340.27,4097828.35,4081466.77,4211867.95,4317188.8,4189040.15,4978710.45,5063834.51,38505962.53,3991437.7240000004,4253114.475,5021272.48,25.801097930395777,0.1358617474044922,243
290320,BARREIRAS,29,2560823.24,2359350.85,2201073.56,2875092.33,4391145.91,6529279.03,5264090.36,6131562.76,5774808.53,38087226.57,2877497.1780000003,5896684.695,5953185.645,106.88762757146306,0.13438430870438506,244
270630,PALMEIRA DOS INDIOS,27,3818683.76,3864983.32,4183916.06,4115756.88,4223713.41,4223075.9,4136935.97,4606630.94,4880970.75,38054666.989999995,4041410.6859999998,4180005.9350000005,4743800.845000001,17.379826342152672,0.13426942775756776,245
430310,CACHOEIRINHA,43,3844746.2,3881614.93,3894036.26,3739745.54,4427911.48,4573085.46,4596184.21,4650309.56,4383247.15,37990880.79,3957610.882,4584634.835,4516778.355,14.128914885068799,0.13404436898685038,246
351870,GUARUJA,35,3771464.45,4155060.24,4231272.69,4323896.15,4282639.67,4213203.03,3913525.35,4350170.58,4746884.35,37988116.510000005,4152866.6400000006,4063364.1900000004,4548527.465,9.527414658323806,0.13403461569446554,247
170210,ARAGUAINA,17,3629858.85,3494422.2,3722148.75,3908224.58,4112098.36,4319419.65,4294032.32,4943720.4,5499766.83,37923691.94,3773350.5480000004,4306725.985,5221743.615,38.38480015506895,0.13380730454364925,248
410140,APUCARANA,41,3042730.17,3222123.01,3922568.21,4319296.44,4533142.96,4362740.79,4359824.62,5046392.34,4973824.07,37782642.61,3807972.1580000008,4361282.705,5010108.205,31.568929527871802,0.1333096359441667,249
314810,PATROCINIO,31,3177971.43,3630122.9,4099599.22,4091221.54,4191819.78,4240092.23,4071627.5,4574130.08,5140328.01,37216912.69,3838146.9740000004,4155859.865,4857229.045,26.551408216083594,0.13131355402749414,250
317130,VICOSA,31,2849150.54,3091937.95,3517911.68,3679914.04,4046362.31,4414367.16,4539434.82,5135326.72,5669654.06,36944059.28,3437055.304,4476900.99,5402490.39,57.183691042522696,0.13035083712257345,251
520540,CERES,52,3656538.79,3453038.08,3839604.69,3985083.6,3928687.98,4035548.86,4176830.39,4715785.21,4707662.59,36498780.19,3772590.628,4106189.625,4711723.9,24.89359076041262,0.12877974549740112,252
330320,NILOPOLIS,33,2870348.57,3500150.05,4050859.09,4119390.88,4225848.16,4536996.48,4348679.91,4555534.69,4178455.71,36386263.54,3753319.35,4442838.195,4366995.2,16.350216775452388,0.12838274961217452,253
430060,ALVORADA,43,3030393.11,3358690.4,3963667.23,4230407.7,4139476.94,4075214.45,4107579.88,4610524.58,4828015.61,36343969.9,3744527.0760000004,4091397.165,4719270.095000001,26.031138224302698,0.12823352368826677,254
110004,CACOAL,11,2847044.49,3369161.75,4165311.33,4109588.71,3987743.37,3985688.66,3898381.14,4629733.34,5323857.6,36316510.39,3695769.9300000006,3942034.9000000004,4976795.47,34.66193957587611,0.12813663747204598,255
280290,ITABAIANA,28,2598123.08,3446330.05,3959227.0,4001719.38,4085970.15,4000372.53,3917648.44,4862025.06,5423278.83,36294694.519999996,3618273.931999999,3959010.485,5142651.945,42.12997804059027,0.12805966388082513,256
230210,BATURITE,23,2567010.41,2705567.8,3292992.16,3981717.26,4418435.77,4619385.69,4470401.05,4813122.66,5405353.02,36273985.82,3393144.6799999997,4544893.37,5109237.84,50.57530172866076,0.12798659675086355,257
310740,BOM DESPACHO,31,3118689.33,3373574.46,3910684.1,3930576.23,4022297.06,4147840.18,4159238.51,4687708.98,4794297.0,36144905.849999994,3671164.236,4153539.3449999997,4741002.99,29.14167509884187,0.1275311600047893,258
520510,CATALAO,52,3425779.16,3315570.78,3948874.98,3913283.85,4124967.82,4129525.83,3741199.19,4466337.67,4969760.61,36035299.89,3745695.318,3935362.51,4718049.140000001,25.959234252912623,0.1271444339947605,259
352440,JACAREI,35,2515995.83,2868242.31,3493314.89,4020524.11,4419971.11,4435737.41,4359824.56,4772301.58,5038935.12,35924846.919999994,3463609.65,4397780.984999999,4905618.35,41.63311821238285,0.12675471945383646,260
351060,CARAPICUIBA,35,5517252.04,4103425.26,3559041.47,3523148.79,3634289.91,3730191.75,3510988.67,4079776.42,4195287.83,35853402.14,4067431.4940000004,3620590.21,4137532.125,1.7234618727668183,0.1265026386846266,261
330390,PETROPOLIS,33,4079062.86,3813900.98,4095341.77,4058486.01,4196596.34,3968428.86,3601818.09,4008211.27,3984739.2,35806585.38,4048677.592,3785123.4749999996,3996475.2350000003,-1.2893680915257222,0.12633745370018526,262
330470,SANTO ANTONIO DE PADUA,33,3430886.02,3466413.83,3784846.18,3860548.47,3989796.92,3989856.45,4021021.15,4418982.98,4743611.09,35705963.09,3706498.2840000005,4005438.8,4581297.035,23.601757884963305,0.125982425043608,263
330600,TRES RIOS,33,3855070.56,4006028.29,4104400.16,3916147.11,3578873.54,3514410.8,3495431.74,4237077.35,4809357.22,35516796.77,3892103.932,3504921.27,4523217.285,16.215223540438583,0.1253149838190118,264
412770,TOLEDO,41,2839370.75,2967002.62,3397825.88,3593485.9,3913045.64,4168759.17,4332429.33,4817099.54,5207748.57,35236767.4,3342146.1580000003,4250594.25,5012424.055,49.9762074438876,0.12432694775828125,265
352930,MATAO,35,2170101.07,2486596.77,3030965.01,3917927.62,4386559.88,4462943.52,4410989.02,5072846.85,5193699.8,35132629.53999999,3198430.0699999994,4436966.27,5133273.324999999,60.49353003362678,0.12395951501018301,266
240325,PARNAMIRIM,24,4039293.18,3932223.58,4150950.18,4538739.61,4531039.75,5282862.78,6264790.31,2377609.63,0.0,35117509.02,4238449.26,5773826.545,1188804.815,-71.95189225882109,0.12390616482403295,267
411150,IVAIPORA,41,3194143.06,3471841.34,3648846.85,3646400.35,3684205.6,3970011.79,4080507.52,4508455.8,4749982.11,34954394.42,3529087.44,4025259.6550000003,4629218.955,31.173257497978014,0.12333064266779754,268
261220,SALGUEIRO,26,3261030.65,3161036.38,3561926.7,3623473.25,3659158.23,3772137.8,3822383.34,4771471.24,5216746.7,34849364.29000001,3453325.0420000004,3797260.57,4994108.970000001,44.617402337187805,0.12296006169658295,269
314390,MURIAE,31,3226471.43,3369250.68,3910435.09,4029940.11,3954392.54,3746507.85,3620625.96,3991652.39,4227970.39,34077246.44,3698097.9699999997,3683566.9050000003,4109811.3899999997,11.133112841788773,0.12023577503003172,270
352690,LIMEIRA,35,2757468.58,2999334.47,3300267.79,3399899.0,3862996.74,4040163.72,3992452.28,4682457.01,4976806.53,34011846.120000005,3263993.316,4016308.0,4829631.77,47.966962625973686,0.1200050211111006,271
352430,JABOTICABAL,35,2843595.69,3114022.13,3406179.21,3507317.86,3776837.9,4173861.57,4021446.07,4471477.24,4653973.07,33968710.74,3329590.558,4097653.82,4562725.155,37.03562271454519,0.1198528252505974,272
431340,NOVO HAMBURGO,43,3391904.92,3704560.61,3976930.38,3884200.8,3717478.45,3763738.85,3471954.47,3738292.96,4313457.99,33962519.43,3735015.032,3617846.66,4025875.475,7.787396851365602,0.11983098026504048,273
330240,MACAE,33,4041266.51,3998782.67,4140048.87,3913714.72,3809598.01,3676691.3,3093872.96,3476826.75,3684740.82,33835542.61,3980682.1560000004,3385282.13,3580783.785,-10.045975923931572,0.1193829641264587,274
430460,CANOAS,43,4233115.43,4231722.83,4408947.19,4329619.66,3243063.9,2305391.41,2923383.03,3185106.71,4856001.02,33716351.18,4089293.8019999997,2614387.2199999997,4020553.8649999998,-1.6809733007293493,0.11896241741391193,275
231130,QUIXADA,23,3011417.25,3121452.05,3285044.69,3387049.38,3614554.24,3712682.26,3612509.32,4349614.6,5395900.05,33490223.84,3283903.5220000003,3662595.79,4872757.324999999,48.38308410572114,0.11816456550917395,276
150442,MARITUBA,15,3162759.82,3373629.45,3702445.02,3626280.34,3631953.41,3750288.35,3549157.63,4223807.69,4412261.8,33432583.51,3499413.608,3649722.99,4318034.745,23.393094635299818,0.11796119139669281,277
430300,CACHOEIRA DO SUL,43,3346247.45,3505324.8,3777709.48,3738519.15,3739032.67,3780160.23,3707622.27,3848984.45,3836959.99,33280560.490000002,3621366.71,3743891.25,3842972.22,6.119388831516592,0.11742480399625278,278
270860,SAO MIGUEL DOS CAMPOS,27,2529015.3,2728415.5,2932073.28,3033764.67,3139008.03,3420120.96,4127808.59,5365680.57,5939960.04,33215846.939999998,2872455.3559999997,3773964.775,5652820.305,96.79401781449306,0.11719647322859832,279
312870,GUAXUPE,31,2989960.43,3284655.08,3440081.24,3462072.55,3549855.8,3629974.26,3774352.6,4182261.24,4854318.71,33167531.910000004,3345325.0200000005,3702163.4299999997,4518289.975,35.06280998071747,0.11702600185298771,280
240940,PAU DOS FERROS,24,2441652.98,2538595.8,2979233.73,3227680.82,3381703.37,3655645.2,4159661.2,5014189.22,5465620.08,32863982.4,2913773.34,3907653.2,5239904.65,79.83226691201727,0.11595497897386223,281
500660,PONTA PORA,50,3281709.08,3193220.14,3415706.17,3485882.86,3870965.14,3862011.21,3571542.96,3916652.48,3962799.51,32560489.550000004,3449496.6780000003,3716777.085,3939725.995,14.211618759529632,0.11488415600992143,282
350450,AVARE,35,2548637.53,2874039.35,3325143.84,3474199.88,3684688.32,3766767.58,3791563.33,4343275.02,4681729.13,32490043.979999997,3181341.7839999995,3779165.455,4512502.074999999,41.84273119269475,0.11463560078345097,283
312510,EXTREMA,31,2651699.36,3145203.92,3376785.61,3540338.1,3683284.66,3825604.66,3569427.89,4194463.67,4401493.7,32388301.569999997,3279462.3299999996,3697516.2750000004,4297978.6850000005,31.057418945867287,0.11427661997373936,284
251620,SOUSA,25,2955501.26,3007470.37,3245061.24,3469184.21,3710998.49,3453706.58,3659682.38,4279117.12,4540547.29,32321268.94,3277643.1140000005,3556694.48,4409832.205,34.54278124924615,0.11404010672626963,285
350590,BATATAIS,35,2627491.85,3029880.01,3373494.68,3454549.32,3877231.37,3862901.66,3732284.4,3957847.83,4297442.98,32213124.099999998,3272529.446,3797593.0300000003,4127645.4050000003,26.13012268064403,0.1136585360299461,286
353470,OURINHOS,35,2839775.08,2825041.81,3145593.26,3183228.81,3278279.34,3596367.83,3727569.93,4412956.08,5096926.07,32105738.21,3054383.66,3661968.88,4754941.075,55.67595967953809,0.11327964315976738,287
350400,ASSIS,35,3194677.11,3135669.91,3326000.68,3341427.16,3436130.79,3578697.48,3548285.48,3995091.45,4292862.55,31848842.61,3286781.13,3563491.48,4143977.0,26.080101962858727,0.11237323067652319,288
210820,PEDREIRAS,21,3274346.84,3342307.87,3193622.74,3671384.93,3710366.9,3519383.08,3456596.63,3851635.16,3808413.14,31828057.29,3438405.8559999997,3487989.855,3830024.1500000004,11.389530800054581,0.11229989320590777,289
510180,BARRA DO GARCAS,51,2664031.89,2737462.71,3110205.02,3551908.46,3983946.58,3742700.43,3237785.04,4073668.21,4706044.27,31807752.61,3209510.9319999996,3490242.7350000003,4389856.24,36.77648504734867,0.11222825159188138,290
312160,DIAMANTINA,31,2405125.55,2761417.59,3371825.81,3355518.57,3497180.28,3670910.86,4094466.78,4531101.86,4032953.61,31720500.91,3078213.5599999996,3882688.82,4282027.735,39.10755870362681,0.11192039879072684,291
330610,VALENCA,33,3216185.3,3309121.4,3520208.71,3414528.76,3538429.63,3365952.91,3534614.5,3778072.61,3972143.37,31649257.19,3399694.7600000002,3450283.705,3875107.99,13.983997492763134,0.11166902742757094,292
316470,SAO SEBASTIAO DO PARAISO,31,2751948.78,2604377.01,2817052.79,3078010.69,3368209.95,3448710.47,3653601.03,4491060.32,5263074.29,31476045.33,2923919.8439999996,3551155.75,4877067.305,66.79893995753463,0.11105787880474535,293
410420,CAMPO LARGO,41,2392964.87,2788866.41,3291900.39,3382698.33,4098596.54,4321815.56,3252986.46,3684990.47,4224249.51,31439068.54,3191005.3079999997,3787401.01,3954619.99,23.9302228700649,0.11092741248283756,294
354580,SANTA BARBARA D'OESTE,35,3633332.9,3656807.34,3651546.61,3471509.58,3445677.38,3190830.17,2996310.13,3442902.98,3871258.06,31360175.149999995,3571774.7619999996,3093570.15,3657080.52,2.3883297151759297,0.11064905055861052,295
354100,PRAIA GRANDE,35,0.0,5400.0,321141.15,4220302.12,3858498.09,5003775.33,5196209.65,6008583.29,6509417.53,31123327.16,1681068.2719999999,5099992.49,6259000.41,272.322797012494,0.10981337266156871,296
431680,SANTA CRUZ DO SUL,43,2696725.94,2486656.63,2968587.57,3182875.44,3428657.26,3618998.85,3699297.84,4319351.99,4556546.63,30957698.150000002,2952700.568,3659148.3449999997,4437949.3100000005,50.30136675883894,0.10922897883679564,297
170950,GURUPI,17,2860173.27,2939837.24,3212202.99,3310522.27,3445540.67,3556036.36,3538707.53,3879821.24,3972310.96,30715152.53,3153655.2879999997,3547371.945,3926066.1,24.4925567781332,0.10837319782021067,298
431870,SAO LEOPOLDO,43,3052022.94,3014499.19,3187725.76,3237624.29,3318741.87,3227615.64,3285487.33,3834110.86,4082004.87,30239832.750000004,3162122.81,3256551.4850000003,3958057.865,25.17090900084302,0.10669611272367772,299
421580,SAO BENTO DO SUL,42,2295953.3,2548780.84,3151122.78,3429541.43,3586237.75,3573017.74,3418424.05,3826147.51,4281429.9,30110655.299999997,3002327.2199999997,3495720.895,4053788.705,35.02154855059405,0.10624033203598336,300
430390,CAMPO BOM,43,2582618.77,2660118.15,2777346.38,2863896.43,3161899.36,3602523.23,3950026.95,4114756.45,4267175.56,29980361.279999997,2809175.818,3776275.09,4190966.005,49.188455138552676,0.10578061172072661,301
354160,PROMISSAO,35,2546484.08,2997174.02,3536839.03,3498745.69,3459117.41,3460874.06,3211623.51,3410555.63,3813253.37,29934666.799999997,3207672.0459999996,3336248.785,3611904.5,12.60205059005588,0.10561938651061265,302
211220,TIMON,21,3034871.04,3081704.3,3359628.25,3144489.4,3176468.68,3424757.29,3228416.42,3599385.26,3877232.13,29926952.77,3159432.334,3326586.855,3738308.695,18.322163597886387,0.10559216886621502,303
355100,SAO VICENTE,35,3581966.82,3276497.21,3475457.02,3048536.13,3049828.77,2769872.27,3051493.87,3948483.2,3645356.6,29847491.89,3286457.19,2910683.0700000003,3796919.9000000004,15.532309733205452,0.10531180464992806,304
421720,SAO MIGUEL DO OESTE,42,2754189.95,2809484.98,3170362.76,3250965.3,3186200.35,3386236.89,3444745.89,3859389.41,3965976.94,29827552.47,3034240.6679999996,3415491.39,3912683.175,28.950983231630723,0.10524145179376138,305
352410,ITUVERAVA,35,3268034.19,3398378.4,3148738.67,3140902.1,3107155.42,3371749.67,3094673.18,3293219.87,3965778.64,29788630.14,3212641.756,3233211.425,3629499.255,12.97553635482287,0.10510412096447141,306
432120,TAQUARA,43,2767927.19,3138511.08,3420535.17,3413655.72,3407722.59,3451512.14,3297952.56,3382601.42,3421371.78,29701789.65,3229670.35,3374732.35,3401986.5999999996,5.335412947021023,0.1047977190479456,307
313380,ITAUNA,31,3049577.49,3073940.32,3404280.51,3407330.51,3225906.8,3207624.63,3092045.36,3561411.06,3611400.35,29633517.029999997,3232207.1259999997,3149834.995,3586405.705,10.958412168292476,0.10455683070641003,308
411820,PARANAGUA,41,2223751.5,2663887.13,3049317.59,3085109.39,3190569.35,3120886.89,3052316.06,4235699.01,4942991.98,29564528.899999995,2842526.9919999996,3086601.475,4589345.495,61.453013741513864,0.10431341780939007,309
350190,AMPARO,35,2583165.8,2807330.99,2894906.21,3062580.73,3384669.47,3568174.93,3369957.13,3607389.58,3911242.19,29189417.030000005,2946530.64,3469066.0300000003,3759315.885,27.58448305156602,0.10298989929999923,310
310350,ARAGUARI,31,2504281.38,2493186.49,2930692.28,3071881.77,2943458.16,3181566.08,3349863.35,3920841.78,4549413.7,28945184.990000002,2788700.016,3265714.715,4235127.74,51.867454932449085,0.10212816803693284,311
355500,TUPA,35,2404657.3,2469652.52,2752300.78,3021863.41,3059658.45,3312044.32,3617921.12,4100614.38,4180232.73,28918945.01,2741626.492,3464982.7199999997,4140423.5549999997,51.02070129106411,0.1020355847251436,312
431020,IJUI,43,2444357.55,2378297.67,2456887.21,2603697.82,2774850.2,3292928.81,3803688.14,4360177.95,4730100.05,28844985.4,2531618.09,3548308.475,4545139.0,79.53493925302138,0.10177463080549735,313
500320,CORUMBA,50,1934081.62,2031296.45,2451625.94,2974853.25,3278692.41,3598465.94,3797295.48,4312785.01,4307257.39,28686353.490000002,2534109.934,3697880.71,4310021.199999999,70.08027718816399,0.1012149250594088,314
431140,LAJEADO,43,2168108.43,2552317.92,2918103.95,3140261.65,3291149.75,3576497.02,3696923.79,4294876.09,3046287.35,28684525.95,2813988.34,3636710.4050000003,3670581.7199999997,30.440544753643152,0.1012084768949808,315
314480,NOVA LIMA,31,2622195.65,2582757.0,2731700.89,2841499.18,3165452.49,3177279.45,3106900.78,4059867.82,4358319.98,28645973.240000002,2788721.0420000004,3142090.115,4209093.9,50.93276941681282,0.10107245020706988,316
316930,TRES CORACOES,31,3102079.29,3098416.88,3279291.48,3371027.64,3315519.54,3082501.11,2811982.58,2940774.94,3504811.08,28506404.540000007,3233266.9660000005,2947241.8449999997,3222793.01,-0.3239434327613977,0.1005800057590133,317
315700,SALINAS,31,2209573.76,2261323.42,2803520.32,2863920.78,2997668.03,3199915.77,3264011.74,3983518.53,4730788.2,28314240.55,2627201.2619999996,3231963.755,4357153.365,65.84771894038475,0.0999019877650655,318
293135,TEIXEIRA DE FREITAS,29,0.0,0.0,0.0,0.0,489119.67,6189201.21,6354024.89,7247231.15,8034108.12,28313685.040000003,97823.934,6271613.05,7640669.635,7710.634189992809,0.09990002774240038,319
315180,POCOS DE CALDAS,31,2698249.82,2565001.03,2734627.86,2890361.88,3129087.94,3250862.52,3276815.68,3763007.76,3772071.14,28080085.630000003,2803465.706,3263839.1,3767539.45,34.388640529352024,0.09907581190802066,320
351840,GUARATINGUETA,35,2966527.33,2364242.9,2855667.24,2899433.42,3239838.92,3230447.52,3184528.05,3370828.08,3903481.56,28014995.02,2865141.9620000003,3207487.785,3637154.8200000003,26.945012437048653,0.09884615074821107,321
260110,ARARIPINA,26,0.0,0.0,0.0,2990056.75,4449264.51,4357198.89,4747427.17,5773848.54,5540823.93,27858619.79,1487864.2519999999,4552313.029999999,5657336.234999999,280.23201561536007,0.0982944073141383,322
320240,GUARAPARI,32,2480240.96,2557523.2,2854155.14,2983938.77,3282903.81,3283779.47,3192938.45,3452917.32,3729610.87,27818007.990000002,2831752.376,3238358.96,3591264.0949999997,26.821261824907516,0.09815111547696004,323
412240,ROLANDIA,41,0.0,0.0,820019.0,3265213.06,2996000.43,3075002.61,3770974.74,6075426.86,7662244.08,27664880.78,1416246.4980000001,3422988.675,6868835.470000001,385.00282116849405,0.0976108321296845,324
354390,RIO CLARO,35,2718308.59,2558402.35,2798865.72,3003803.34,3230256.36,3247017.37,3021434.33,3340118.19,3582864.07,27501070.320000004,2861927.272,3134225.85,3461491.13,20.949653887640785,0.09703285474965162,325
311330,CARANGOLA,31,2282238.78,2476682.92,2923627.61,3279979.11,3030996.93,2975563.6,3029764.9,3617610.74,3827413.22,27443877.809999995,2798705.0699999994,3002664.25,3722511.9800000004,33.008369474244084,0.0968310606939649,326
421010,MAFRA,42,2824970.56,2842517.45,2903461.08,3130024.54,3047949.62,2845296.22,3041483.91,3319338.31,3404576.94,27359618.63,2949784.65,2943390.0650000004,3361957.625,13.972985282162886,0.09653376649126186,327
352050,INDAIATUBA,35,2255701.36,2530917.33,2639679.53,2607277.92,2724011.55,3351227.17,3364497.57,3720156.4,4163905.37,27357374.199999996,2551517.5379999997,3357862.37,3942030.885,54.49750300716922,0.09652584740129003,328
431240,MONTENEGRO,43,2391279.85,2413195.81,2880439.0,2942560.27,3035037.65,3228730.34,2997369.83,3401685.52,3950523.09,27240821.36,2732502.516,3113050.085,3676104.3049999997,34.53251308918466,0.0961146105053153,329
150060,ALTAMIRA,15,1963828.04,2341039.37,2772921.32,3174705.55,3203258.95,3322762.41,3049393.98,3481659.15,3694937.46,27004506.23,2691150.646,3186078.1950000003,3588298.3049999997,33.33695422563867,0.09528081271426136,330
317040,UNAI,31,2533180.91,2532968.75,3030323.55,2728929.47,2484564.76,2607636.89,3055878.2,3677409.3,4321526.09,26972417.92,2661993.488,2831757.545,3999467.695,50.24333128646632,0.0951675945635799,331
410840,FRANCISCO BELTRAO,41,2475149.53,2420777.53,2827391.19,2827575.49,2846377.97,3054471.1,2985777.65,3542839.53,3933844.71,26914204.700000003,2679454.342,3020124.375,3738342.12,39.51878415698713,0.09496219910605615,332
520800,FORMOSA,52,3490446.09,3514569.4,3654856.52,3731022.2,3792277.04,4061668.46,3106213.03,1409176.53,23198.4,26783427.67,3636634.25,3583940.745,716187.465,-80.30631029227094,0.094500774572068,333
521250,LUZIANIA,52,2464197.15,2433184.78,2575453.28,2516097.39,2678019.19,2993958.83,2979724.67,3447737.4,4655978.3,26744350.99,2533390.358,2986841.75,4051857.8499999996,59.93815707101542,0.09436289914502394,334
110030,VILHENA,11,2230259.46,2506473.56,3243704.58,3368016.56,3527363.51,3475139.47,3421618.79,3868975.12,992047.79,26633598.84,2975163.534,3448379.13,2430511.455,-18.306626603067254,0.09397212899829455,335
240020,ASSU,24,1866097.4,2127359.37,2560944.03,2776013.74,2843786.11,3235936.0,3703247.64,4289086.65,3046275.78,26448746.72,2434840.13,3469591.8200000003,3667681.215,50.63334835868669,0.09331990969550323,336
351440,DRACENA,35,2506152.63,2514056.49,2724432.17,2887080.08,2957244.58,2885542.5,2882168.9,3242028.67,3487890.38,26086596.400000002,2717793.1900000004,2883855.7,3364959.525,23.81219944847972,0.09204212381338273,337
350960,CAMPO LIMPO PAULISTA,35,0.0,0.0,0.0,1183495.97,3354654.17,4236905.05,4804698.74,5809107.46,6666714.69,26055576.080000002,907630.0279999999,4520801.895,6237911.075,587.2746474403776,0.09193267388398638,338
354970,SAO JOSE DO RIO PARDO,35,1622372.94,2004477.86,2068624.62,2556539.46,2853001.1,3005762.68,3140945.05,3955490.58,4668834.35,25876048.64,2221003.196,3073353.865,4312162.465,94.15381629194198,0.09129924181001985,339
520450,CALDAS NOVAS,52,1260180.95,1454029.89,1453970.48,2494077.69,3520959.06,3538611.08,3505614.63,4062034.27,4323667.41,25613145.46,2036643.614,3522112.855,4192850.84,105.87062022919045,0.09037163260131174,340
500110,AQUIDAUANA,50,2053193.88,2339188.17,2723926.24,2773524.38,2881582.23,2902681.77,2928384.67,3415828.85,3556797.0,25575107.19,2554282.98,2915533.2199999997,3486312.925,36.488907153114255,0.09023742102754788,341
280210,ESTANCIA,28,0.0,0.0,3501433.37,3681402.4,3775174.36,3720457.7,3293975.91,3622517.27,3877403.63,25472364.639999997,2191602.0259999996,3507216.805,3749960.45,71.10590360441658,0.08987491139374976,342
420290,BRUSQUE,42,1969152.24,1950438.1,2314286.73,2572732.17,2735614.05,2863922.03,3054243.45,3578952.96,4390841.7,25430183.43,2308444.658,2959082.74,3984897.33,72.62260614263339,0.08972608215999744,343
432150,TORRES,43,1409379.98,1645855.73,1826302.87,2147082.48,2851632.76,3507644.27,3845005.87,4143672.9,3951011.66,25327588.52,1976050.764,3676325.0700000003,4047342.2800000003,104.81975229255802,0.0893640934488583,344
210330,CODO,21,0.0,0.0,1717574.34,2529676.31,3434630.64,3723193.65,3705383.87,4666173.56,5497471.61,25274103.98,1536376.2580000001,3714288.76,5081822.585,230.76680002952764,0.08917538233540766,345
330030,BARRA DO PIRAI,33,4458715.55,4517345.68,4859037.86,4098663.75,3877976.46,3444368.32,0.0,0.0,0.0,25256107.62,4362347.86,1722184.16,0.0,-100.0,0.08911188523636447,346
430160,BAGE,43,2516782.78,2803335.45,3017716.92,2645169.14,2686612.14,2577600.04,2546520.62,2982829.47,3360119.47,25136686.03,2733923.2860000003,2562060.33,3171474.47,16.00451579020641,0.08869052644335723,347
352670,LEME,35,1903835.98,1622599.78,1951379.65,1870980.81,2441394.63,3060441.39,3217430.86,4014767.2,4520526.81,24603357.11,1958038.1700000004,3138936.125,4267647.005,117.9552508417136,0.08680876595091147,348
351110,CATANDUVA,35,2027052.52,2157078.47,2433819.3,2501196.01,2895337.96,2994440.22,2778124.23,3177293.62,3349354.17,24313696.5,2402896.8520000004,2886282.225,3263323.895,35.80790587343945,0.08578674769599341,349
521150,ITUMBIARA,52,2021048.28,2123652.58,2309982.23,2423525.78,2459127.91,2771733.18,2788883.32,3147727.71,3605793.12,23651474.11,2267467.3559999997,2780308.25,3376760.415,48.92211815374865,0.08345020849104086,350
431720,SANTA ROSA,43,1926416.32,1908704.82,2112025.43,2486119.44,2394216.22,2579447.86,2974665.21,3296737.85,3821606.15,23499939.3,2165496.446,2777056.535,3559172.0,64.35824711577476,0.08291554365664884,351
420890,JARAGUA DO SUL,42,2047963.28,2250587.54,2334632.89,2539437.96,2647464.01,2544346.63,2625716.87,2969731.17,3514886.32,23474766.67,2364017.1360000004,2585031.75,3242308.745,37.1525060298886,0.08282672630801349,352
430610,CRUZ ALTA,43,2189390.81,2207713.57,2547313.69,2514619.87,2625548.47,2749466.43,2736627.95,2853788.2,3010548.5,23435017.490000002,2416917.2820000006,2743047.1900000004,2932168.35,21.318523055684757,0.08268647807896357,353
432250,VACARIA,43,2168763.58,2353162.36,2602437.97,2421584.79,2507568.07,2693968.57,2554444.45,2831203.16,3100700.69,23233833.64,2410703.354,2624206.51,2965951.925,23.03263776020781,0.08197663504129717,354
430930,GUAIBA,43,2040278.57,1677728.31,1347836.52,1962795.09,2510590.15,2580550.71,3294625.89,4075430.69,3570762.95,23060598.880000003,1907845.7280000001,2937588.3,3823096.8200000003,100.38815318719526,0.08136540561971185,355
