cod_municipio,municipio,uf_ibge,2015,2016,2017,2018,2019,2020,2021,2022,2023,valor_2015_2023,media_pre_pandemia,media_pandemia,media_pos_pandemia,crescimento_pos_vs_pre_pct,participacao_nacional_pct,ranking_valor
352590,JUNDIAI,35,6871958.91,7015437.97,8041390.88,7792595.24,7829464.59,7802762.78,6541155.71,6443187.84,5663002.4,64000956.32,7510169.518000001,7171959.245,6053095.12,-19.40135165401736,0.22581650190978303,112
150420,MARABA,15,5441809.88,5664070.92,6260181.69,6569301.25,7060446.99,7118051.93,6813417.68,7746609.49,11160309.56,63834199.39000001,6199162.146000001,6965734.805,9453459.525,52.49576156190445,0.22522812841090073,113
230190,BARBALHA,23,5409155.91,5750463.64,6433358.43,6337454.49,6560921.07,7007292.21,7420080.54,8952330.12,9911156.99,63782213.4,6098270.708,7213686.375,9431743.555,54.662592177598704,0.22504470467655172,114
350320,ARARAQUARA,35,5803879.05,5869707.69,6683709.28,6998500.51,7159322.04,7322213.0,7132012.45,7767029.51,8760740.5,63497114.03,6503023.714,7227112.725,8263885.005,27.077577576860733,0.22403877998211147,115
431410,PASSO FUNDO,43,5177313.61,5383383.34,5561597.84,6105710.14,6755859.87,6874696.17,7295996.72,8607589.56,9877365.26,61639512.51,5796772.96,7085346.445,9242477.41,59.4417699947317,0.21748454858764066,116
354880,SAO CAETANO DO SUL,35,5836372.13,6063773.1,6167686.31,6693729.21,7026499.75,7719044.15,7584065.58,7111473.68,7366239.51,61568883.419999994,6357612.1,7651554.865,7238856.595,13.861249807927113,0.21723534584202658,117
290570,CAMACARI,29,5728325.51,5933133.62,6330330.31,6310891.41,6360529.3,6752393.73,6815953.31,7669104.95,9578255.1,61478917.24,6132642.029999999,6784173.52,8623680.025,40.619328224510795,0.2169179154593272,118
291170,GUANAMBI,29,5142246.39,5394896.27,6606582.66,6911720.13,6954839.06,6742137.97,6960994.97,7989819.6,8456850.76,61160087.809999995,6202056.902,6851566.47,8223335.18,32.59045039312991,0.21579297997823044,119
291072,EUNAPOLIS,29,5790452.89,6151585.94,6438854.08,6364637.99,6330314.14,6430007.46,6687976.48,7893158.35,8755560.72,60842548.050000004,6215169.007999999,6558991.970000001,8324359.535,33.93617332505532,0.21467259487863996,120
292870,SANTO ANTONIO DE JESUS,29,5633170.54,4884242.63,5769357.4,6339833.19,7188125.29,7502635.32,6475462.52,7889273.44,8661902.14,60344002.47,5962945.8100000005,6989048.92,8275587.790000001,38.7835484958063,0.2129135614923997,121
291360,ILHEUS,29,4729084.65,4930329.01,5573429.54,7132287.57,7365720.03,7100453.75,6488703.82,7639802.68,8650390.43,59610201.48,5946170.16,6794578.785,8145096.555,36.98054942645636,0.21032446935710056,122
510790,SINOP,51,4229568.4,4662405.81,5249060.96,5706021.05,6618364.97,7781964.48,7476332.81,8187354.44,9450384.06,59361456.980000004,5293084.238,7629148.645,8818869.25,66.61116380290639,0.2094468166454997,123
355710,VOTUPORANGA,35,4538116.21,4825063.74,5661307.79,5783506.79,6319689.34,7035429.52,7002301.77,8365786.38,9428165.25,58959366.79,5425536.773999999,7018865.645,8896975.815,63.98332894241297,0.20802810971705857,124
330190,ITABORAI,33,6793941.96,6275349.81,5063389.9,5896069.0,6274634.69,5892299.14,6447081.55,7530156.18,8675583.04,58848505.269999996,6060677.072000001,6169690.345,8102869.609999999,33.695782067564984,0.20763695367686388,125
317010,UBERABA,31,4881810.95,5467646.48,6210377.79,6353290.07,6752424.68,7128340.45,6699020.49,7131862.64,8110187.13,58734960.68000001,5933109.994,6913680.470000001,7621024.885,28.449074645623362,0.2072363308799735,126
350750,BOTUCATU,35,5653354.3,5738363.72,6397589.02,6488760.85,6366656.14,6456898.71,6685933.24,7274582.83,7472926.35,58535065.160000004,6128944.806,6571415.975,7373754.59,20.310344168565187,0.20653103349585095,127
313940,MANHUACU,31,5552803.8,5774340.52,6274604.17,6293931.61,6599761.9,6636302.66,6382634.67,6821603.58,8101171.37,58437154.279999994,6099088.4,6509468.665,7461387.475,22.33610968812978,0.206185571588845,128
320530,VITORIA,32,7169388.35,7053552.36,6904214.89,5964066.7,4157411.44,6411962.86,6119161.37,6740089.33,7134433.55,57654280.849999994,6249726.748000001,6265562.115,6937261.4399999995,11.001036040816015,0.2034233356854189,129
320120,CACHOEIRO DE ITAPEMIRIM,32,6317844.3,6429045.25,6601123.61,6426336.26,6484432.62,6625043.22,6154343.48,6061385.55,6507081.82,57606636.11000001,6451756.408000001,6389693.35,6284233.6850000005,-2.5965444509386093,0.20325522931420462,130
510250,CACERES,51,5146002.28,5192079.56,6059707.74,6105848.61,6382963.57,6403477.61,6325686.33,7602800.44,8225111.1,57443677.24,5777320.352,6364581.970000001,7913955.77,36.983156339259196,0.20268025662481884,131
293050,SERRINHA,29,5099216.77,5397183.84,6118279.34,6591386.66,6864714.7,6228790.12,6125009.88,7146124.49,7854773.56,57425479.36000001,6014156.262,6176900.0,7500449.025,24.713238204185515,0.20261604849668982,132
351550,FERNANDOPOLIS,35,4941896.22,5287721.16,5976041.83,6050542.01,6014940.42,6134685.52,6770836.73,7825611.22,8253002.81,57255277.92,5654228.328,6452761.125,8039307.015,42.182213887419095,0.2020155216294249,133
313510,JANAUBA,31,4345998.41,4825975.37,5227089.8,5779513.63,6172202.43,6585456.76,6753788.29,8247466.49,9157391.77,57094882.95,5270155.928,6669622.525,8702429.129999999,65.12659680076165,0.2014495952256345,134
172100,PALMAS,17,4980870.27,5232902.29,5582230.01,5895628.12,6345075.86,6637229.37,6634910.89,7517010.82,8146940.16,56972797.78999999,5607341.31,6636070.13,7831975.49,39.67360032164693,0.20101883847836877,135
312230,DIVINOPOLIS,31,5699554.05,5714689.75,6184499.4,6126430.58,6227462.1,6215259.21,6367117.8,7144826.32,7202354.29,56882193.5,5990527.176000001,6291188.505,7173590.305,19.74889845654544,0.20069915663293633,136
240200,CAICO,24,4436022.03,4508280.46,5683529.7,6046957.28,6297795.13,6329046.63,6865964.0,7966404.07,8479645.3,56613644.60000001,5394516.92,6597505.3149999995,8223024.6850000005,52.43301313067343,0.19975162746030165,137
230428,EUSEBIO,23,3672046.62,4723282.63,6359123.14,6410659.58,6730282.5,6772680.06,6613118.05,7393917.98,7931260.31,56606370.870000005,5579078.893999999,6692899.055,7662589.145,37.34505803889427,0.19972596333965595,138
293290,VALENCA,29,3625752.23,4879005.9,5815139.04,6351326.57,6460478.28,6697293.62,6867771.68,7545045.58,8293023.57,56534836.47,5426340.404000001,6782532.65,7919034.575,45.936929595543276,0.19947356636150068,139
320490,SAO MATEUS,32,5338965.4,5448882.06,5928217.46,5805412.59,6368698.05,6510785.56,6502466.09,7042420.1,7495266.7,56441114.01000001,5778035.112000001,6506625.824999999,7268843.4,25.801301984196034,0.19914288258293714,140
500370,DOURADOS,50,4431058.39,5049398.36,5638303.14,6826885.34,6582191.55,6443046.58,6336340.19,7396104.21,7684841.0,56388168.76,5705567.356000001,6389693.385,7540472.605,32.15990863854066,0.198956074262637,141
420540,FLORIANOPOLIS,42,4222847.82,4716757.92,5479020.06,6030842.88,6606642.33,6734334.1,6921879.16,7691014.67,7870875.5,56274214.44,5411222.202,6828106.63,7780945.085,43.79274763701526,0.19855400580304639,142
293010,SENHOR DO BONFIM,29,5367804.81,5603526.24,6157455.55,6145129.53,6232975.0,6168028.09,6085446.51,7025630.96,7397372.45,56183369.14,5901378.226000001,6126737.3,7211501.705,22.200296758271175,0.19823347359477164,143
522185,VALPARAISO DE GOIAS,52,4630210.62,4796321.2,5152647.05,5094979.13,5749418.84,6659239.84,6816008.24,8202822.24,8954828.24,56056475.400000006,5084715.368,6737624.04,8578825.24,68.71790491931426,0.1977857505898563,144
220770,PARNAIBA,22,3972940.16,4588241.2,5442162.18,5971864.95,6618701.37,6971575.7,6594183.39,7275434.2,8209822.66,55644925.81,5318781.972,6782879.545,7742628.43,45.571457351702094,0.1963336677754755,145
411840,PARANAVAI,41,5361311.59,5398972.42,5883974.99,5818883.62,6001139.34,6039211.59,6338218.77,7205228.87,7451391.45,55498332.63999999,5692856.392,6188715.18,7328310.16,28.72817537252923,0.19581643867833898,146
310860,BRASILIA DE MINAS,31,4147461.98,4713725.87,5794980.56,5992761.38,6033033.17,6032085.16,6373835.24,7648415.03,8706822.36,55443120.75,5336392.592,6202960.2,8177618.695,53.24244897684993,0.1956216329038551,147
320520,VILA VELHA,32,3746105.47,3883453.67,4236730.51,3995601.8,3978854.99,3990769.2,8815678.91,9858424.75,12842338.2,55347957.5,3968149.2879999997,6403224.055,11350381.475,186.03715866548822,0.19528586554253757,148
352900,MARILIA,35,4818642.36,5123953.83,5538501.32,5686345.36,5965785.39,6184096.33,5998906.74,7001506.51,7844783.51,54162521.35,5426645.652000001,6091501.535,7423145.01,36.790671181269886,0.19110325546883858,149
314800,PATOS DE MINAS,31,5381172.6,5478533.06,5939571.8,5957239.76,6014744.58,6424502.41,5124528.05,6655875.27,7148779.56,54124947.08999999,5754252.359999999,5774515.23,6902327.414999999,19.951767548130263,0.19097068107553375,150
290070,ALAGOINHAS,29,3965651.96,3934374.49,4897008.1,5405963.15,6086441.3,6365238.87,6205918.56,7571707.31,9002468.51,53434772.25000001,4857887.800000001,6285578.715,8287087.91,70.59035225144554,0.18853551639931102,151
351640,FRANCO DA ROCHA,35,4899130.5,4958847.22,5508893.53,5549534.89,5662974.23,5689627.57,5947130.89,6947732.06,8251398.26,53415269.15,5315876.074,5818379.23,7599565.16,42.959787892150935,0.18846670302414237,152
316720,SETE LAGOAS,31,5207618.46,5008364.8,5453976.68,5389942.28,5536106.73,5725575.65,5708021.34,6877311.13,8262581.09,53169498.16,5319201.79,5716798.495,7569946.109999999,42.31357276633791,0.1875995418374374,153
420460,CRICIUMA,42,4696877.59,5236116.68,6051390.43,6276866.97,6095528.59,5978801.61,5688543.06,6001459.16,6431304.07,52456888.160000004,5671356.051999999,5833672.335,6216381.615,9.610145404427527,0.18508521851043358,154
311340,CARATINGA,31,4763533.58,4759711.18,5249132.59,5847436.63,6240179.99,6083027.57,5733139.88,6534813.73,6863133.68,52074108.830000006,5371998.794,5908083.725,6698973.705,24.701697857454885,0.18373464667097877,155
315250,POUSO ALEGRE,31,4713132.12,4734528.77,5184627.69,5234970.5,5206378.68,5880413.48,5921319.16,6997528.16,8154319.37,52027217.93,5014727.552,5900866.32,7575923.765000001,51.07348677354426,0.18356920009614228,156
355170,SERTAOZINHO,35,4535378.84,4597277.22,5552860.44,5613013.13,6280478.1,5981456.75,5978200.68,6778236.63,5898968.61,51215870.4,5315801.545999999,5979828.715,6338602.62,19.240768586811363,0.18070649816803863,157
312090,CURVELO,31,3673011.84,3809922.12,4323154.76,4724143.28,5725889.54,6599670.72,6784338.95,7589122.76,7852380.56,51081634.53,4451224.308,6692004.835,7720751.66,73.45231616667385,0.18023286970469732,158
313170,ITABIRA,31,4053636.3,4175671.42,4863925.27,5581534.74,5660677.18,5913403.93,5979662.25,6927631.36,7534404.77,50690547.22,4867088.981999999,5946533.09,7231018.0649999995,48.56967053083561,0.17885298456916987,159
420820,ITAJAI,42,3312196.34,3706982.38,4100466.73,4268491.38,5252596.33,5795499.04,6171167.01,8142321.9,9877232.51,50626953.61999999,4128146.6319999993,5983333.025,9009777.205,118.25235409903439,0.1786286053548336,160
410480,CASCAVEL,41,4614388.95,4663566.32,5015884.47,5446146.11,5831830.08,5709231.6,5600158.47,6586328.88,6716007.03,50183541.910000004,5114363.186,5654695.035,6651167.955,30.0488000775313,0.17706410246276133,161
230730,JUAZEIRO DO NORTE,23,4125778.43,4278902.42,5352595.17,5574617.13,5811365.01,5942030.76,5747903.66,6233733.24,7115664.73,50182590.55,5028651.631999999,5844967.21,6674698.985,32.73337414199309,0.1770607457506181,162
352230,ITAPETININGA,35,5079613.05,5237417.51,5600138.14,5523042.64,5595500.26,5571030.22,5452637.8,4255134.65,7854655.6,50169169.87,5407142.32,5511834.01,6054895.125,11.979577504444162,0.17701339316113962,163
430510,CAXIAS DO SUL,43,4777898.99,4970871.11,5136853.85,5066415.13,5498458.81,5749831.14,5784528.53,6529403.09,6634475.04,50148735.690000005,5090099.578,5767179.835,6581939.0649999995,29.308650334620225,0.17694129462836267,164
330070,CABO FRIO,33,4633745.19,4714825.43,4827327.55,5156500.23,5387464.14,5774669.77,5713956.34,6141144.3,6822064.81,49171697.760000005,4943972.508,5744313.055,6481604.555,31.10114476793524,0.17349398227129983,165
313620,JOAO MONLEVADE,31,4376811.26,4409537.44,4863281.25,5356324.49,5593207.46,5921374.11,5776768.08,6320322.58,6476128.7,49093755.37,4919832.38,5849071.095000001,6398225.640000001,30.04966726122489,0.17321897578901718,166
510840,VARZEA GRANDE,51,2992603.39,3605525.27,4403313.85,5315743.6,5825078.04,6042100.82,6140985.95,7106745.44,7639747.45,49071843.81,4428452.83,6091543.385,7373246.445,66.49712050788628,0.17314166457188712,167
317070,VARGINHA,31,4375912.32,4449518.26,5115588.51,5173428.06,5343606.27,5799208.38,5608622.95,6387694.15,6757556.81,49011135.71,4891610.683999999,5703915.665,6572625.48,34.365261354474576,0.1729274663541129,168
352220,ITAPECERICA DA SERRA,35,3567395.45,4143859.59,5006892.86,5067591.25,5549206.44,6072446.18,6066950.48,6498018.06,6899412.86,48871773.17,4666989.118,6069698.33,6698715.46,43.53398498753476,0.17243574930659392,169
320320,LINHARES,32,4798738.1,5290997.31,5475008.49,5463260.64,5630809.36,4957202.87,4950592.96,5854473.67,5967452.86,48388536.26,5331762.779999999,4953897.915,5910963.265000001,10.863208077685726,0.1707307299618159,170
312610,FORMIGA,31,4328550.11,4253849.74,4602100.15,4734203.71,5224547.94,5541840.37,5579852.18,6718966.8,7333066.6,48316977.6,4628650.33,5560846.275,7026016.699999999,51.79406952523025,0.17047824738637193,171
150812,ULIANOPOLIS,15,3435821.9,3732699.64,4576769.41,5280480.62,5713260.05,5594688.25,5556201.9,6731839.55,7655133.67,48276894.99,4547806.324,5575445.075,7193486.609999999,58.17486712303537,0.17033682270620998,172
354730,SANTANA DE PARNAIBA,35,4004693.57,4424872.57,5039489.21,4989873.23,5567479.12,5616271.38,5437963.63,6582431.67,6499159.19,48162233.57,4805281.540000001,5527117.505,6540795.43,36.116799308287725,0.16993225936439135,173
330250,MAGE,33,5039448.95,5036804.18,5622733.45,5506050.34,5556070.29,5289403.86,5009820.85,5428317.71,5603255.54,48091905.169999994,5352221.442,5149612.355,5515786.625,3.0560242092464662,0.1696841175523611,174
353080,MOGI MIRIM,35,4274846.9,4765493.14,5380945.95,5374103.95,5350762.46,5515953.04,5146861.5,5892711.33,6139755.65,47841433.919999994,5029230.4799999995,5331407.27,6016233.49,19.625328644711495,0.16880037229672504,175
316250,SAO JOAO DEL REI,31,4788256.0,4938440.75,4871789.1,5019168.96,5110273.34,5175562.51,5315795.04,6289592.59,6216845.24,47725723.529999994,4945585.63,5245678.775,6253218.915,26.440413387403016,0.16839210784246014,176
352240,ITAPEVA,35,4208421.95,4308164.71,4623803.45,4970350.52,5509084.08,5580400.69,5578835.42,6325808.01,6614354.41,47719223.239999995,4723964.942,5579618.055,6470081.21,36.96293874824443,0.16836917267346266,177
353620,PARIQUERA-ACU,35,3697080.88,4203948.15,4964630.89,5033502.68,5155934.7,5176401.47,5381295.6,6740116.76,7203289.18,47556200.309999995,4611019.46,5278848.535,6971702.97,51.196563590299824,0.1677939739592494,178
290460,BRUMADO,29,3395225.38,4810581.7,5938001.57,6502850.25,6419005.81,6067123.57,4456871.47,4649704.72,5170024.0,47409388.47,5413132.942,5261997.52,4909864.359999999,-9.297177575211313,0.1672759733221655,179
410940,GUARAPUAVA,41,4640336.47,4621080.79,4867529.46,4878825.69,5061751.28,5280036.12,5421351.53,6070832.05,6535371.1,47377114.49,4813904.738,5350693.825,6303101.574999999,30.93532003748596,0.16716210006643062,180
313820,LAVRAS,31,3792752.29,4087972.58,4561654.54,4934240.52,5281760.09,5531436.41,5503063.37,6407901.06,7213189.8,47313970.66,4531676.004,5517249.890000001,6810545.43,50.287563011753214,0.16693930778913252,181
421870,TUBARAO,42,3324787.47,3697454.39,4486912.02,5043616.18,5362168.04,5850780.19,5696254.08,6635094.26,7106818.82,47203885.449999996,4382987.619999999,5773517.135,6870956.54,56.764224216540256,0.16655089082689356,182
412410,SANTO ANTONIO DA PLATINA,41,3666795.49,3943909.41,4499580.01,4759929.4,5281693.83,5516925.66,5733120.08,6414717.14,6907738.32,46724409.34,4430381.6280000005,5625022.87,6661227.73,50.353362064817574,0.16485914082603187,183
230640,ITAPIPOCA,23,2933460.35,2992905.44,3840713.98,4082940.38,4389683.6,5116764.67,5919550.12,7824727.75,9558481.98,46659228.27000001,3647940.75,5518157.395,8691604.865,138.26058208319313,0.16462916049347964,184
350550,BARRETOS,35,3813485.18,4036285.14,4513002.15,5481236.05,5435062.39,5488928.18,5550786.63,5910306.93,6167958.12,46397050.769999996,4655814.182,5519857.404999999,6039132.525,29.711631283484085,0.16370411172337312,185
292660,RIBEIRA DO POMBAL,29,3345129.37,3938938.87,5011673.33,5400878.86,5609190.35,5219531.82,5226313.8,5742952.43,6802119.48,46296728.31,4661162.156,5222922.8100000005,6272535.955,34.57021543277112,0.16335014096601583,186
110012,JI-PARANA,11,3505359.31,4216001.04,5211057.67,5590753.15,5746006.1,5810849.56,4768348.26,5458828.72,5680425.26,45987629.07,4853835.454000001,5289598.91,5569626.99,14.74692627682963,0.162259536807372,187
313240,ITAJUBA,31,4025403.33,4457912.36,5119121.48,5271432.36,5137650.96,4750962.54,4780002.13,5908344.97,6422449.38,45873279.510000005,4802304.098,4765482.335,6165397.175,28.384147467206056,0.16185607381058467,188
316370,SAO LOURENCO,31,4193413.09,4562421.73,5041999.5,4988349.22,5100516.94,5496024.84,5105614.5,5373172.84,5923759.12,45785271.779999994,4777340.096,5300819.67,5648465.98,18.23453776567807,0.16154555348600927,189
411990,PONTA GROSSA,41,4430744.91,4229329.18,5024169.78,5089595.79,5073853.0,4953161.9,4565385.82,5478700.54,6847462.13,45692403.050000004,4769538.532,4759273.86,6163081.335,29.217560433790002,0.1612178819487193,190
231180,RUSSAS,23,3507363.37,4046595.35,4316126.63,4542991.1,4863500.0,5003878.91,5254480.16,6473633.57,7523323.64,45531892.730000004,4255315.290000001,5129179.535,6998478.605,64.46439636203782,0.16065154855204952,191
350570,BARUERI,35,2499127.97,2620496.2,3210664.14,3487578.84,4513501.57,6490777.27,6162996.62,7499917.9,8920963.13,45406023.64000001,3266273.744,6326886.945,8210440.515000001,151.37025119472045,0.16020744085059188,192
420420,CHAPECO,42,4619659.24,4626740.5,5062759.14,4843537.94,4885635.07,5019328.68,4909634.05,5517554.45,5575701.35,45060550.42,4807666.3780000005,4964481.365,5546627.9,15.370482556391728,0.15898849728272005,193
410430,CAMPO MOURAO,41,3497645.26,3560843.79,3774288.98,4395302.23,4757254.51,5371466.55,5819313.84,6621014.65,7061342.67,44858472.480000004,3997066.954,5595390.195,6841178.66,71.15496784845703,0.15827549960037646,194
420200,BALNEARIO CAMBORIU,42,2756519.91,3265821.9,3774921.4,4355234.09,4913405.8,5340733.72,5589870.31,7108789.5,7654363.77,44759660.39999999,3813180.62,5465302.015,7381576.635,93.5805662150879,0.1579268579622661,195
313330,ITAOBIM,31,3431988.01,3934424.89,4420243.23,4565168.07,5159655.44,5408573.47,5395071.38,5999418.1,6249592.57,44564135.16,4302295.928,5401822.425,6124505.335,42.35434841059589,0.1572369803687016,196
313420,ITUIUTABA,31,3787076.38,3978290.91,4373577.74,4495766.77,4840975.27,5491313.52,5400286.18,5784750.88,6275102.69,44427140.339999996,4295137.414,5445799.85,6029926.785,40.3896128059944,0.15675361741897498,197
291750,JACOBINA,29,3018797.74,2985600.35,3412333.93,4139034.32,5194343.07,5651619.58,5746580.7,6534265.35,7736208.02,44418783.06,3750021.882,5699100.140000001,7135236.685,90.27186799226254,0.15672413017622747,198
310560,BARBACENA,31,4275154.14,4290434.54,4917167.75,4988566.07,4781303.38,4999221.46,4924460.53,5256354.22,5977534.08,44410196.17,4650525.176,4961840.995,5616944.15,20.780856729631438,0.15669383279360105,199
350610,BEBEDOURO,35,3405577.05,3737816.23,4492597.2,4892458.3,5038693.02,5256223.51,5466460.11,6086051.65,5965277.82,44341154.89,4313428.36,5361341.8100000005,6025664.735,39.6954865618772,0.15645023236583522,200
330220,ITAPERUNA,33,4416830.42,4715336.08,4878540.41,4858761.14,4709389.5,4176051.37,4543983.77,6186677.63,5724324.65,44209894.97,4715771.51,4360017.57,5955501.140000001,26.289009706494483,0.1559871040365153,201
410400,CAMPINA GRANDE DO SUL,41,3632076.9,3800620.13,4782111.4,4619680.63,5111476.16,5003536.3,4947791.19,5782821.51,6310545.89,43990660.11,4389193.044,4975663.745,6046683.699999999,37.762992864161646,0.15521357107656467,202
412810,UMUARAMA,41,3590695.55,3816598.97,4497004.98,4873999.57,5224811.4,5005694.18,5215414.37,5745036.18,5967676.19,43936931.39,4400622.094,5110554.275,5856356.1850000005,33.0801886620715,0.15502399841546524,203
354890,SAO CARLOS,35,3710782.17,3992164.6,4160355.34,4325861.0,4706254.43,5208310.06,5231983.53,6222978.06,6357694.46,43916383.65,4179083.508,5220146.795,6290336.26,50.51951577321772,0.15495149920551982,204
150613,REDENCAO,15,3497845.08,3770219.37,4189265.66,4496269.68,4925278.7,4976944.31,5191218.89,6166332.29,6662426.15,43875800.129999995,4175775.698,5084081.6,6414379.220000001,53.609285648943896,0.15480830714951732,205
230280,CANINDE,23,5402398.82,5301144.71,3829687.97,4074111.67,4124732.58,4316056.63,4548432.1,5565345.36,6578735.25,43740645.089999996,4546415.15,4432244.365,6072040.305,33.556661779996034,0.15433143555097936,206
315210,PONTE NOVA,31,4245809.72,4101685.73,4699883.53,4789511.21,4519696.1,4646858.03,4635923.36,5704611.71,6357078.75,43701058.14,4471317.257999999,4641390.695,6030845.23,34.878490655292296,0.15419175972292484,207
261110,PETROLINA,26,4958159.29,4762321.6,4924532.88,4871791.02,4866565.97,4821432.44,4630365.95,4898950.83,4777862.03,43511982.01,4876674.152,4725899.195,4838406.43,-0.7847094312074532,0.15352463671842223,208
230550,IGUATU,23,3839348.77,3996277.36,4280467.69,4765634.29,4852965.61,4841819.76,4629858.13,5422677.86,6641296.56,43270346.03,4346938.744,4735838.945,6031987.21,38.76402602465567,0.15267206521204787,209
330010,ANGRA DOS REIS,33,3725784.86,3875357.12,4615198.32,4443638.14,4624938.02,4669648.64,4824760.28,5690508.88,6625906.97,43095741.230000004,4256983.292,4747204.46,6158207.925,44.6613130141456,0.15205600183706458,210
353800,PINDAMONHANGABA,35,4058238.82,4137958.02,4435355.39,4640176.9,4853537.55,4980132.61,4536891.54,5124153.78,6208081.14,42974525.75,4425053.336000001,4758512.075,5666117.46,28.046308818547505,0.15162831360793788,211
520025,AGUAS LINDAS DE GOIAS,52,3231269.15,4153858.83,5436733.58,5208503.47,4870841.35,4385111.52,3801776.57,5618680.86,6245221.46,42951996.79000001,4580241.276000001,4093444.045,5931951.16,29.511761554632997,0.1515488239997916,212
431350,OSORIO,43,4287405.96,4369962.66,4501664.24,4436008.73,4560642.56,4632262.95,4722752.11,5614546.43,5699993.47,42825239.11,4431136.83,4677507.53,5657269.949999999,27.670847618578254,0.15110158105947236,213
431750,SANTO ANGELO,43,4388078.3,4190508.01,4304433.4,4707231.77,5310161.84,5044737.32,4617967.57,4919139.97,5305091.15,42787349.33,4580082.663999999,4831352.445,5112115.5600000005,11.616229117038523,0.15096789340744804,214
431560,RIO GRANDE,43,4331997.5,4281980.93,4206756.08,4097537.14,4603155.13,4857605.24,4956261.21,5686630.16,5685310.28,42707233.67,4304285.356,4906933.225,5685970.220000001,32.100215244186536,0.15068521891116493,215
330020,ARARUAMA,33,3605943.87,3700343.49,3968072.36,4320316.37,4914200.33,5411786.63,5248299.24,5492931.03,5573793.21,42235686.53,4101775.2840000005,5330042.9350000005,5533362.12,34.90163982371881,0.14902144493397693,216
510795,TANGARA DA SERRA,51,3677271.03,3940954.98,4727860.16,4936340.98,4617910.52,4762066.07,4640822.43,5391257.18,5386291.47,42080774.81999999,4380067.534,4701444.25,5388774.324999999,23.029480325816355,0.14847486528160175,217
316990,UBA,31,4409866.14,4332724.74,4621620.6,4746475.47,4586407.03,4412506.34,4732819.93,4964672.97,5191217.62,41998310.839999996,4539418.796,4572663.135,5077945.295,11.863335885081439,0.14818390513713062,218
330340,NOVA FRIBURGO,33,4013926.33,3989917.95,4541917.37,4623880.05,4672998.02,4645001.44,4481072.75,5213715.16,5542695.08,41725124.15,4368527.944,4563037.095000001,5378205.12,23.1125264378073,0.14722001231034743,219
311120,CAMPO BELO,31,3430483.35,3872650.0,4493506.0,4587754.06,4881018.68,5153978.82,4979055.48,5518333.84,4667587.23,41584367.46000001,4253082.418,5066517.15,5092960.535,19.747515671115323,0.1467233762413913,220
230410,CRATEUS,23,0.0,431622.36,3649706.24,4705780.88,4937662.6,5242409.8,5880802.52,7708429.19,8894288.84,41450702.43,2744954.416,5561606.16,8301359.015000001,202.42247254134367,0.14625176189001582,221
291460,IRECE,29,23400.0,1200.0,682.34,4074003.15,6713616.73,6952765.11,7391443.19,8176211.2,8090461.88,41423783.6,2162580.444,7172104.15,8133336.54,276.0940575674603,0.14615678337132446,222
330227,JAPERI,33,3686683.65,4900538.21,5417714.17,4784968.85,3964283.34,3884644.36,4166915.23,4254866.81,6353443.78,41414058.4,4550837.643999999,4025779.795,5304155.295,16.553384452051457,0.1461224696552388,223
352530,JAU,35,3278466.22,3555209.6,3923114.55,4078634.9,4579626.0,4982070.45,5092136.25,5413570.09,6045439.1,40948267.160000004,3883010.2540000007,5037103.35,5729504.595,47.55316674989132,0.1444790043933901,224
311830,CONSELHEIRO LAFAIETE,31,4300021.4,3681676.58,4110191.23,4602164.34,4806391.11,4770606.85,4455524.99,4689739.01,5313472.69,40729788.199999996,4300088.932,4613065.92,5001605.85,16.314009526163908,0.14370813849817732,225
412550,SAO JOSE DOS PINHAIS,41,2841691.17,3225299.25,3751132.84,4568035.79,5043155.78,5023360.27,4545297.3,5482018.26,5863332.3,40343322.96,3885862.9660000005,4784328.785,5672675.279999999,45.982380995779,0.14234456155144892,226
310400,ARAXA,31,3467988.89,3697348.92,4073365.91,4293931.28,4649348.09,4868678.94,4738269.39,5150095.91,5376342.01,40315369.339999996,4036396.618,4803474.165,5263218.96,30.39399885851357,0.1422459319520324,227
260960,OLINDA,26,4856551.84,4254593.85,4622597.55,4507768.72,4782771.0,4959563.96,4521144.62,4139521.09,3559282.81,40203795.44,4604856.591999999,4740354.29,3849401.95,-16.40560627474149,0.14185226240002669,228
330430,RIO BONITO,33,3753142.57,3535922.56,4196273.72,4118800.24,4352159.84,4529539.54,4675504.04,5258174.49,5662632.47,40082149.47,3991259.786,4602521.79,5460403.48,36.809022032423535,0.14142305526006652,229
291920,LAURO DE FREITAS,29,3274821.43,3214383.8,3219224.41,4674407.35,4526353.6,4831266.5,4537250.81,5698884.07,5871158.5,39847750.47,3781838.118,4684258.654999999,5785021.285,52.96850643779989,0.14059601820820591,230
521800,PORANGATU,52,3795148.9,4365444.8,4548157.32,4539637.7,4736106.03,4782293.09,4298684.29,4107997.07,4658951.64,39832420.839999996,4396898.95,4540488.6899999995,4383474.3549999995,-0.3053196162263516,0.14054193021294437,231
521190,JATAI,52,3284110.41,3500322.15,4122116.91,4320034.27,4290648.36,4743555.11,4390561.01,5174072.06,5662302.17,39487722.45,3903446.4200000004,4567058.0600000005,5418187.115,38.80521293283179,0.13932572050109968,232
420930,LAGES,42,2856958.82,3152366.89,3738504.56,3563311.52,4292939.93,4681359.39,4670851.07,5724992.99,6758377.79,39439662.96,3520816.3439999996,4676105.23,6241685.390000001,77.27949373550173,0.13915615075496796,233
