ano,previsao_valor_dialise,crescimento_vs_2023_pct,modelo,rmse_treino,mape_treino_pct
2024,200872289.0713997,-3.429356723654209,tendencia_linear_anual,8996357.499060977,4.295634995647575
2025,211241373.44456863,1.5556471946697403,tendencia_linear_anual,8996357.499060977,4.295634995647575
2026,221610457.81773376,6.540651112991869,tendencia_linear_anual,8996357.499060977,4.295634995647575
2024,224534495.82503673,7.946401167591799,crescimento_historico_cagr,,
2025,242376907.62292382,16.52425525034664,crescimento_historico_cagr,,
2026,261637149.04024473,25.78374003008783,crescimento_historico_cagr,,
