grupo_procedimento,valor_aprovado,qtd_aprovada,participacao_valor_pct,custo_medio
03 Procedimentos clinicos,38640357976.74,1823843560.0,98.5919180051102,21.186223875878916
04 Procedimentos cirurgicos,402673268.55,13670810.0,1.0274317308247864,29.45496781463571
"07 Orteses, proteses e materiais especiais",149185275.68,9671880.0,0.3806502640650029,15.424640884709074
