cod_municipio,municipio,uf_ibge,ano,valor_aprovado
521880,RIO VERDE,52,2016,5720585.62
352590,JUNDIAI,35,2016,7015437.97
150420,MARABA,15,2016,5664070.92
230190,BARBALHA,23,2016,5750463.64
350320,ARARAQUARA,35,2016,5869707.69
431410,PASSO FUNDO,43,2016,5383383.34
354880,SAO CAETANO DO SUL,35,2016,6063773.1
290570,CAMACARI,29,2016,5933133.62
291170,GUANAMBI,29,2016,5394896.27
291072,EUNAPOLIS,29,2016,6151585.94
292870,SANTO ANTONIO DE JESUS,29,2016,4884242.63
291360,ILHEUS,29,2016,4930329.01
510790,SINOP,51,2016,4662405.81
355710,VOTUPORANGA,35,2016,4825063.74
330190,ITABORAI,33,2016,6275349.81
317010,UBERABA,31,2016,5467646.48
350750,BOTUCATU,35,2016,5738363.72
313940,MANHUACU,31,2016,5774340.52
320530,VITORIA,32,2016,7053552.36
320120,CACHOEIRO DE ITAPEMIRIM,32,2016,6429045.25
510250,CACERES,51,2016,5192079.56
293050,SERRINHA,29,2016,5397183.84
351550,FERNANDOPOLIS,35,2016,5287721.16
313510,JANAUBA,31,2016,4825975.37
172100,PALMAS,17,2016,5232902.29
312230,DIVINOPOLIS,31,2016,5714689.75
240200,CAICO,24,2016,4508280.46
230428,EUSEBIO,23,2016,4723282.63
293290,VALENCA,29,2016,4879005.9
320490,SAO MATEUS,32,2016,5448882.06
500370,DOURADOS,50,2016,5049398.36
420540,FLORIANOPOLIS,42,2016,4716757.92
293010,SENHOR DO BONFIM,29,2016,5603526.24
522185,VALPARAISO DE GOIAS,52,2016,4796321.2
220770,PARNAIBA,22,2016,4588241.2
411840,PARANAVAI,41,2016,5398972.42
310860,BRASILIA DE MINAS,31,2016,4713725.87
320520,VILA VELHA,32,2016,3883453.67
352900,MARILIA,35,2016,5123953.83
314800,PATOS DE MINAS,31,2016,5478533.06
290070,ALAGOINHAS,29,2016,3934374.49
351640,FRANCO DA ROCHA,35,2016,4958847.22
316720,SETE LAGOAS,31,2016,5008364.8
420460,CRICIUMA,42,2016,5236116.68
311340,CARATINGA,31,2016,4759711.18
315250,POUSO ALEGRE,31,2016,4734528.77
355170,SERTAOZINHO,35,2016,4597277.22
312090,CURVELO,31,2016,3809922.12
313170,ITABIRA,31,2016,4175671.42
420820,ITAJAI,42,2016,3706982.38
410480,CASCAVEL,41,2016,4663566.32
230730,JUAZEIRO DO NORTE,23,2016,4278902.42
352230,ITAPETININGA,35,2016,5237417.51
430510,CAXIAS DO SUL,43,2016,4970871.11
330070,CABO FRIO,33,2016,4714825.43
313620,JOAO MONLEVADE,31,2016,4409537.44
510840,VARZEA GRANDE,51,2016,3605525.27
317070,VARGINHA,31,2016,4449518.26
352220,ITAPECERICA DA SERRA,35,2016,4143859.59
320320,LINHARES,32,2016,5290997.31
312610,FORMIGA,31,2016,4253849.74
150812,ULIANOPOLIS,15,2016,3732699.64
354730,SANTANA DE PARNAIBA,35,2016,4424872.57
330250,MAGE,33,2016,5036804.18
353080,MOGI MIRIM,35,2016,4765493.14
316250,SAO JOAO DEL REI,31,2016,4938440.75
352240,ITAPEVA,35,2016,4308164.71
353620,PARIQUERA-ACU,35,2016,4203948.15
290460,BRUMADO,29,2016,4810581.7
410940,GUARAPUAVA,41,2016,4621080.79
313820,LAVRAS,31,2016,4087972.58
421870,TUBARAO,42,2016,3697454.39
412410,SANTO ANTONIO DA PLATINA,41,2016,3943909.41
230640,ITAPIPOCA,23,2016,2992905.44
350550,BARRETOS,35,2016,4036285.14
292660,RIBEIRA DO POMBAL,29,2016,3938938.87
110012,JI-PARANA,11,2016,4216001.04
313240,ITAJUBA,31,2016,4457912.36
316370,SAO LOURENCO,31,2016,4562421.73
411990,PONTA GROSSA,41,2016,4229329.18
231180,RUSSAS,23,2016,4046595.35
350570,BARUERI,35,2016,2620496.2
420420,CHAPECO,42,2016,4626740.5
410430,CAMPO MOURAO,41,2016,3560843.79
420200,BALNEARIO CAMBORIU,42,2016,3265821.9
313330,ITAOBIM,31,2016,3934424.89
313420,ITUIUTABA,31,2016,3978290.91
291750,JACOBINA,29,2016,2985600.35
310560,BARBACENA,31,2016,4290434.54
350610,BEBEDOURO,35,2016,3737816.23
330220,ITAPERUNA,33,2016,4715336.08
410400,CAMPINA GRANDE DO SUL,41,2016,3800620.13
412810,UMUARAMA,41,2016,3816598.97
354890,SAO CARLOS,35,2016,3992164.6
150613,REDENCAO,15,2016,3770219.37
230280,CANINDE,23,2016,5301144.71
315210,PONTE NOVA,31,2016,4101685.73
261110,PETROLINA,26,2016,4762321.6
230550,IGUATU,23,2016,3996277.36
330010,ANGRA DOS REIS,33,2016,3875357.12
353800,PINDAMONHANGABA,35,2016,4137958.02
520025,AGUAS LINDAS DE GOIAS,52,2016,4153858.83
431350,OSORIO,43,2016,4369962.66
431750,SANTO ANGELO,43,2016,4190508.01
431560,RIO GRANDE,43,2016,4281980.93
330020,ARARUAMA,33,2016,3700343.49
510795,TANGARA DA SERRA,51,2016,3940954.98
316990,UBA,31,2016,4332724.74
330340,NOVA FRIBURGO,33,2016,3989917.95
311120,CAMPO BELO,31,2016,3872650.0
230410,CRATEUS,23,2016,431622.36
291460,IRECE,29,2016,1200.0
330227,JAPERI,33,2016,4900538.21
352530,JAU,35,2016,3555209.6
311830,CONSELHEIRO LAFAIETE,31,2016,3681676.58
412550,SAO JOSE DOS PINHAIS,41,2016,3225299.25
310400,ARAXA,31,2016,3697348.92
260960,OLINDA,26,2016,4254593.85
330430,RIO BONITO,33,2016,3535922.56
291920,LAURO DE FREITAS,29,2016,3214383.8
521800,PORANGATU,52,2016,4365444.8
521190,JATAI,52,2016,3500322.15
420930,LAGES,42,2016,3152366.89
251080,PATOS,25,2016,2269004.93
421480,RIO DO SUL,42,2016,3447144.86
420240,BLUMENAU,42,2016,3638734.58
330630,VOLTA REDONDA,33,2016,1238498.88
110002,ARIQUEMES,11,2016,2728316.88
520860,GOIANESIA,52,2016,3917961.08
351050,CARAGUATATUBA,35,2016,0.0
313840,LEOPOLDINA,31,2016,3012080.38
314000,MARIANA,31,2016,2792912.41
430920,GRAVATAI,43,2016,3888340.27
290320,BARREIRAS,29,2016,2359350.85
270630,PALMEIRA DOS INDIOS,27,2016,3864983.32
430310,CACHOEIRINHA,43,2016,3881614.93
351870,GUARUJA,35,2016,4155060.24
170210,ARAGUAINA,17,2016,3494422.2
410140,APUCARANA,41,2016,3222123.01
314810,PATROCINIO,31,2016,3630122.9
317130,VICOSA,31,2016,3091937.95
520540,CERES,52,2016,3453038.08
330320,NILOPOLIS,33,2016,3500150.05
430060,ALVORADA,43,2016,3358690.4
110004,CACOAL,11,2016,3369161.75
280290,ITABAIANA,28,2016,3446330.05
230210,BATURITE,23,2016,2705567.8
310740,BOM DESPACHO,31,2016,3373574.46
520510,CATALAO,52,2016,3315570.78
352440,JACAREI,35,2016,2868242.31
351060,CARAPICUIBA,35,2016,4103425.26
330390,PETROPOLIS,33,2016,3813900.98
330470,SANTO ANTONIO DE PADUA,33,2016,3466413.83
330600,TRES RIOS,33,2016,4006028.29
412770,TOLEDO,41,2016,2967002.62
352930,MATAO,35,2016,2486596.77
240325,PARNAMIRIM,24,2016,3932223.58
411150,IVAIPORA,41,2016,3471841.34
261220,SALGUEIRO,26,2016,3161036.38
314390,MURIAE,31,2016,3369250.68
352690,LIMEIRA,35,2016,2999334.47
352430,JABOTICABAL,35,2016,3114022.13
431340,NOVO HAMBURGO,43,2016,3704560.61
330240,MACAE,33,2016,3998782.67
430460,CANOAS,43,2016,4231722.83
231130,QUIXADA,23,2016,3121452.05
150442,MARITUBA,15,2016,3373629.45
430300,CACHOEIRA DO SUL,43,2016,3505324.8
270860,SAO MIGUEL DOS CAMPOS,27,2016,2728415.5
312870,GUAXUPE,31,2016,3284655.08
240940,PAU DOS FERROS,24,2016,2538595.8
500660,PONTA PORA,50,2016,3193220.14
350450,AVARE,35,2016,2874039.35
312510,EXTREMA,31,2016,3145203.92
251620,SOUSA,25,2016,3007470.37
350590,BATATAIS,35,2016,3029880.01
353470,OURINHOS,35,2016,2825041.81
350400,ASSIS,35,2016,3135669.91
210820,PEDREIRAS,21,2016,3342307.87
510180,BARRA DO GARCAS,51,2016,2737462.71
312160,DIAMANTINA,31,2016,2761417.59
330610,VALENCA,33,2016,3309121.4
316470,SAO SEBASTIAO DO PARAISO,31,2016,2604377.01
410420,CAMPO LARGO,41,2016,2788866.41
354580,SANTA BARBARA D'OESTE,35,2016,3656807.34
354100,PRAIA GRANDE,35,2016,5400.0
431680,SANTA CRUZ DO SUL,43,2016,2486656.63
170950,GURUPI,17,2016,2939837.24
431870,SAO LEOPOLDO,43,2016,3014499.19
421580,SAO BENTO DO SUL,42,2016,2548780.84
430390,CAMPO BOM,43,2016,2660118.15
354160,PROMISSAO,35,2016,2997174.02
211220,TIMON,21,2016,3081704.3
355100,SAO VICENTE,35,2016,3276497.21
421720,SAO MIGUEL DO OESTE,42,2016,2809484.98
352410,ITUVERAVA,35,2016,3398378.4
432120,TAQUARA,43,2016,3138511.08
313380,ITAUNA,31,2016,3073940.32
411820,PARANAGUA,41,2016,2663887.13
350190,AMPARO,35,2016,2807330.99
310350,ARAGUARI,31,2016,2493186.49
355500,TUPA,35,2016,2469652.52
431020,IJUI,43,2016,2378297.67
500320,CORUMBA,50,2016,2031296.45
431140,LAJEADO,43,2016,2552317.92
314480,NOVA LIMA,31,2016,2582757.0
316930,TRES CORACOES,31,2016,3098416.88
315700,SALINAS,31,2016,2261323.42
293135,TEIXEIRA DE FREITAS,29,2016,0.0
315180,POCOS DE CALDAS,31,2016,2565001.03
351840,GUARATINGUETA,35,2016,2364242.9
260110,ARARIPINA,26,2016,0.0
320240,GUARAPARI,32,2016,2557523.2
412240,ROLANDIA,41,2016,0.0
354390,RIO CLARO,35,2016,2558402.35
311330,CARANGOLA,31,2016,2476682.92
421010,MAFRA,42,2016,2842517.45
352050,INDAIATUBA,35,2016,2530917.33
431240,MONTENEGRO,43,2016,2413195.81
150060,ALTAMIRA,15,2016,2341039.37
317040,UNAI,31,2016,2532968.75
410840,FRANCISCO BELTRAO,41,2016,2420777.53
520800,FORMOSA,52,2016,3514569.4
521250,LUZIANIA,52,2016,2433184.78
110030,VILHENA,11,2016,2506473.56
240020,ASSU,24,2016,2127359.37
351440,DRACENA,35,2016,2514056.49
350960,CAMPO LIMPO PAULISTA,35,2016,0.0
354970,SAO JOSE DO RIO PARDO,35,2016,2004477.86
520450,CALDAS NOVAS,52,2016,1454029.89
500110,AQUIDAUANA,50,2016,2339188.17
280210,ESTANCIA,28,2016,0.0
420290,BRUSQUE,42,2016,1950438.1
432150,TORRES,43,2016,1645855.73
210330,CODO,21,2016,0.0
330030,BARRA DO PIRAI,33,2016,4517345.68
430160,BAGE,43,2016,2803335.45
352670,LEME,35,2016,1622599.78
351110,CATANDUVA,35,2016,2157078.47
521150,ITUMBIARA,52,2016,2123652.58
431720,SANTA ROSA,43,2016,1908704.82
420890,JARAGUA DO SUL,42,2016,2250587.54
430610,CRUZ ALTA,43,2016,2207713.57
432250,VACARIA,43,2016,2353162.36
430930,GUAIBA,43,2016,1677728.31
350330,ARARAS,35,2016,1956221.47
351907,HORTOLANDIA,35,2016,0.0
521020,IPORA,52,2016,2096295.99
411070,IRATI,41,2016,2066112.63
411850,PATO BRANCO,41,2016,2041924.23
430850,FREDERICO WESTPHALEN,43,2016,1619228.75
291470,ITABERABA,29,2016,36929.36
432300,VIAMAO,43,2016,2035323.01
350160,AMERICANA,35,2016,2519586.71
410150,ARAPONGAS,41,2016,1980890.53
314710,PARA DE MINAS,31,2016,2006456.77
421660,SAO JOSE,42,2016,2378263.98
210005,ACAILANDIA,21,2016,0.0
421820,TIMBO,42,2016,1593095.52
410550,CIANORTE,41,2016,2226966.15
241120,SANTA CRUZ,24,2016,0.0
330580,TERESOPOLIS,33,2016,0.0
500630,PARANAIBA,50,2016,1900593.71
291070,EUCLIDES DA CUNHA,29,2016,0.0
261070,PAULISTA,26,2016,0.0
315120,PIRAPORA,31,2016,2019262.63
311530,CATAGUASES,31,2016,2025710.95
291640,ITAPETINGA,29,2016,0.0
410580,COLOMBO,41,2016,0.0
350010,ADAMANTINA,35,2016,1876426.62
500830,TRES LAGOAS,50,2016,1909575.23
312710,FRUTAL,31,2016,1407348.27
352044,ILHA SOLTEIRA,35,2016,2232659.93
432260,VENANCIO AIRES,43,2016,1723405.03
430350,CAMAQUA,43,2016,1827231.31
410490,CASTRO,41,2016,1527087.62
430770,ESTEIO,43,2016,2784738.66
430700,ERECHIM,43,2016,1696707.79
412710,TELEMACO BORBA,41,2016,2005047.21
412820,UNIAO DA VITORIA,41,2016,1151916.91
250370,CAJAZEIRAS,25,2016,0.0
421930,VIDEIRA,42,2016,1616139.27
330620,VASSOURAS,33,2016,1563547.58
430470,CARAZINHO,43,2016,1412603.2
210860,PINHEIRO,21,2016,0.0
354940,SAO JOAQUIM DA BARRA,35,2016,0.0
420140,ARARANGUA,42,2016,1514527.82
351340,CRUZEIRO,35,2016,1591681.33
430040,ALEGRETE,43,2016,1487366.96
421950,XANXERE,42,2016,1499586.18
431710,SANT'ANA DO LIVRAMENTO,43,2016,1449476.16
330420,RESENDE,33,2016,1323723.11
250630,GUARABIRA,25,2016,0.0
355060,SAO ROQUE,35,2016,2886002.83
351630,FRANCISCO MORATO,35,2016,0.0
150170,BRAGANCA,15,2016,1458617.64
431800,SAO BORJA,43,2016,1337717.69
522010,SAO LUIS DE MONTES BELOS,52,2016,937751.06
352340,ITATIBA,35,2016,0.0
420430,CONCORDIA,42,2016,1292763.29
351500,EMBU DAS ARTES,35,2016,0.0
220190,BOM JESUS,22,2016,968929.34
432240,URUGUAIANA,43,2016,1271773.56
314700,PARACATU,31,2016,1287612.3
500330,COXIM,50,2016,0.0
430210,BENTO GONCALVES,43,2016,1227676.07
431640,ROSARIO DO SUL,43,2016,1015950.83
432080,SOLEDADE,43,2016,1145498.46
420480,CURITIBANOS,42,2016,1169747.95
431830,SAO GABRIEL,43,2016,1133117.05
420900,JOACABA,42,2016,1794530.1
431330,NOVA PRATA,43,2016,921688.69
320230,GUACUI,32,2016,0.0
120020,CRUZEIRO DO SUL,12,2016,67496.01
431740,SANTIAGO,43,2016,798110.29
330040,BARRA MANSA,33,2016,1687314.36
431880,SAO LOURENCO DO SUL,43,2016,807612.29
432000,SAPUCAIA DO SUL,43,2016,0.0
210320,CHAPADINHA,21,2016,0.0
421003,LUZERNA,42,2016,0.0
280350,LAGARTO,28,2016,0.0
316870,TIMOTEO,31,2016,0.0
355070,SAO SEBASTIAO,35,2016,2688910.25
150553,PARAUAPEBAS,15,2016,0.0
410180,ARAUCARIA,41,2016,0.0
431060,ITAQUI,43,2016,556364.79
410590,COLORADO,41,2016,0.0
292860,SANTO AMARO,29,2016,0.0
261390,SERRA TALHADA,26,2016,0.0
292880,SANTO ESTEVAO,29,2016,0.0
352250,ITAPEVI,35,2016,0.0
353930,PIRASSUNUNGA,35,2016,0.0
430780,ESTRELA,43,2016,0.0
510704,PRIMAVERA DO LESTE,51,2016,0.0
314180,MINAS NOVAS,31,2016,0.0
522160,URUACU,52,2016,0.0
354130,PRESIDENTE EPITACIO,35,2016,0.0
330360,PARACAMBI,33,2016,167321.17
221060,SAO RAIMUNDO NONATO,22,2016,0.0
210910,PRESIDENTE DUTRA,21,2016,0.0
150180,BREVES,15,2016,0.0
314560,OLIVEIRA,31,2016,0.0
500325,COSTA RICA,50,2016,0.0
352940,MAUA,35,2016,0.0
353390,OLIMPIA,35,2016,0.0
430440,CANELA,43,2016,0.0
314520,NOVA SERRANA,31,2016,0.0
351350,CUBATAO,35,2016,0.0
290390,BOM JESUS DA LAPA,29,2016,0.0
350170,AMERICO BRASILIENSE,35,2016,3800.0
292530,PORTO SEGURO,29,2016,0.0
355150,SERRANA,35,2016,0.0
210990,SANTA INES,21,2016,0.0
315140,PITANGUI,31,2016,4200.0
316210,SAO GOTARDO,31,2016,0.0
210160,BARRA DO CORDA,21,2016,0.0
330400,PIRAI,33,2016,0.0
120010,BRASILEIA,12,2016,0.0
292990,SEABRA,29,2016,0.0
313520,JANUARIA,31,2016,0.0
352260,ITAPIRA,35,2016,0.0
330023,ARMACAO DOS BUZIOS,33,2016,0.0
313630,JOAO PINHEIRO,31,2016,0.0
316940,TRES PONTAS,31,2016,0.0
350210,ANDRADINA,35,2016,0.0
521310,MINEIROS,52,2016,0.0
150010,ABAETETUBA,15,2016,0.0
150220,CAPANEMA,15,2016,0.0
320090,BARRA DE SAO FRANCISCO,32,2016,0.0
330060,BOM JESUS DO ITABAPOANA,33,2016,0.0
352310,ITAQUAQUECETUBA,35,2016,0.0
320060,ARACRUZ,32,2016,0.0
220840,PIRIPIRI,22,2016,0.0
231330,TAUA,23,2016,0.0
231340,TIANGUA,23,2016,0.0
250970,MONTEIRO,25,2016,0.0
270840,SAO JOSE DA TAPERA,27,2016,0.0
270800,SANTANA DO IPANEMA,27,2016,0.0
411580,MEDIANEIRA,41,2016,0.0
230523,HORIZONTE,23,2016,0.0
432190,TRES PASSOS,43,2016,0.0
500190,BATAGUASSU,50,2016,0.0
210360,COROATA,21,2016,0.0
150360,ITAITUBA,15,2016,0.0
210140,BALSAS,21,2016,0.0
150810,TUCURUI,15,2016,0.0
510410,GUARANTA DO NORTE,51,2016,0.0
510792,SORRISO,51,2016,0.0
355030,SAO PAULO,35,2017,203429366.31
330455,RIO DE JANEIRO,33,2017,90335755.21
310620,BELO HORIZONTE,31,2017,69863091.66
261160,RECIFE,26,2017,63078827.84
230440,FORTALEZA,23,2017,47693680.03
292740,SALVADOR,29,2017,47620523.23
520870,GOIANIA,52,2017,42097359.45
530010,BRASILIA,53,2017,26731089.94
211130,SAO LUIS,21,2017,30311300.82
240810,NATAL,24,2017,27963136.59
431490,PORTO ALEGRE,43,2017,30444671.92
270430,MACEIO,27,2017,25881092.72
221100,TERESINA,22,2017,26359320.4
150140,BELEM,15,2017,25329557.48
130260,MANAUS,13,2017,20374336.45
500270,CAMPO GRANDE,50,2017,22817024.11
350950,CAMPINAS,35,2017,24618243.83
410690,CURITIBA,41,2017,22498926.59
354340,RIBEIRAO PRETO,35,2017,19513722.85
280030,ARACAJU,28,2017,18433539.56
250400,CAMPINA GRANDE,25,2017,17763925.03
250750,JOAO PESSOA,25,2017,16156501.43
510340,CUIABA,51,2017,17433412.22
351880,GUARULHOS,35,2017,17597068.81
311860,CONTAGEM,31,2017,18248874.74
291080,FEIRA DE SANTANA,29,2017,18903705.78
260400,CARPINA,26,2017,14329118.16
330490,SAO GONCALO,33,2017,16469652.65
317020,UBERLANDIA,31,2017,14350431.81
330170,DUQUE DE CAXIAS,33,2017,16085965.48
354980,SAO JOSE DO RIO PRETO,35,2017,14821623.6
411370,LONDRINA,41,2017,12506611.01
293330,VITORIA DA CONQUISTA,29,2017,12333387.84
330045,BELFORD ROXO,33,2017,13531068.06
313670,JUIZ DE FORA,31,2017,13393445.57
210530,IMPERATRIZ,21,2017,11814573.7
312770,GOVERNADOR VALADARES,31,2017,12285806.28
270030,ARAPIRACA,27,2017,12205579.48
355220,SOROCABA,35,2017,10848841.78
355410,TAUBATE,35,2017,12750147.29
520140,APARECIDA DE GOIANIA,52,2017,11584087.64
260410,CARUARU,26,2017,10069911.08
220800,PICOS,22,2017,10763070.38
355240,SUMARE,35,2017,10276319.8
355280,TABOAO DA SERRA,35,2017,10732830.7
411520,MARINGA,41,2017,11030027.74
310670,BETIM,31,2017,6649931.96
230370,CAUCAIA,23,2017,9606624.42
291840,JUAZEIRO,29,2017,9080862.67
320150,COLATINA,32,2017,11137604.58
352390,ITU,35,2017,7179038.08
210300,CAXIAS,21,2017,9706125.95
420910,JOINVILLE,42,2017,10155454.55
231290,SOBRAL,23,2017,10050169.31
350600,BAURU,35,2017,10215489.46
351620,FRANCA,35,2017,8886918.56
314330,MONTES CLAROS,31,2017,9106869.54
260120,ARCOVERDE,26,2017,9901002.5
240800,MOSSORO,24,2017,8994341.41
354870,SAO BERNARDO DO CAMPO,35,2017,9657555.22
110020,PORTO VELHO,11,2017,9464729.33
354990,SAO JOSE DOS CAMPOS,35,2017,10118822.78
351380,DIADEMA,35,2017,9604873.27
260790,JABOATAO DOS GUARARAPES,26,2017,9877749.22
261640,VITORIA DE SANTO ANTAO,26,2017,9030332.05
330100,CAMPOS DOS GOYTACAZES,33,2017,9460522.68
353440,OSASCO,35,2017,8797301.48
316860,TEOFILO OTONI,31,2017,8134429.75
330510,SAO JOAO DE MERITI,33,2017,10113538.69
330350,NOVA IGUACU,33,2017,10183708.82
220390,FLORIANO,22,2017,8486445.33
313130,IPATINGA,31,2017,9811280.43
150080,ANANINDEUA,15,2017,6517459.13
330330,NITEROI,33,2017,9463292.3
260290,CABO DE SANTO AGOSTINHO,26,2017,8250984.58
260600,GARANHUNS,26,2017,8046624.65
350760,BRAGANCA PAULISTA,35,2017,8799013.98
320130,CARIACICA,32,2017,9363596.01
210120,BACABAL,21,2017,8105712.98
120040,RIO BRANCO,12,2017,8332802.66
330414,QUEIMADOS,33,2017,7800730.67
410830,FOZ DO IGUACU,41,2017,7627988.31
431440,PELOTAS,43,2017,8889572.71
354140,PRESIDENTE PRUDENTE,35,2017,8653844.28
310160,ALFENAS,31,2017,7837278.58
292400,PAULO AFONSO,29,2017,6965254.08
314790,PASSOS,31,2017,8363001.45
520110,ANAPOLIS,52,2017,8369456.62
230420,CRATO,23,2017,7923371.21
160030,MACAPA,16,2017,7634081.04
510760,RONDONOPOLIS,51,2017,8743869.18
291800,JEQUIE,29,2017,8309562.84
320500,SERRA,32,2017,7814191.67
354780,SANTO ANDRE,35,2017,7331112.77
150680,SANTAREM,15,2017,7661632.36
354850,SANTOS,35,2017,7851428.4
350280,ARACATUBA,35,2017,6977116.58
410640,CORNELIO PROCOPIO,41,2017,7651662.98
230350,CASCAVEL,23,2017,6732542.94
150240,CASTANHAL,15,2017,5363128.52
220220,CAMPO MAIOR,22,2017,6677948.32
354910,SAO JOAO DA BOA VISTA,35,2017,7447603.66
431690,SANTA MARIA,43,2017,6891806.83
355250,SUZANO,35,2017,5394281.1
291480,ITABUNA,29,2017,7458258.32
353060,MOGI DAS CRUZES,35,2017,5780380.09
230765,MARACANAU,23,2017,6347688.54
353870,PIRACICABA,35,2017,6971626.44
140010,BOA VISTA,14,2017,6992733.16
261000,PALMARES,26,2017,6183057.07
521880,RIO VERDE,52,2017,6507750.78
352590,JUNDIAI,35,2017,8041390.88
150420,MARABA,15,2017,6260181.69
230190,BARBALHA,23,2017,6433358.43
350320,ARARAQUARA,35,2017,6683709.28
431410,PASSO FUNDO,43,2017,5561597.84
354880,SAO CAETANO DO SUL,35,2017,6167686.31
290570,CAMACARI,29,2017,6330330.31
291170,GUANAMBI,29,2017,6606582.66
291072,EUNAPOLIS,29,2017,6438854.08
292870,SANTO ANTONIO DE JESUS,29,2017,5769357.4
291360,ILHEUS,29,2017,5573429.54
510790,SINOP,51,2017,5249060.96
355710,VOTUPORANGA,35,2017,5661307.79
330190,ITABORAI,33,2017,5063389.9
317010,UBERABA,31,2017,6210377.79
350750,BOTUCATU,35,2017,6397589.02
313940,MANHUACU,31,2017,6274604.17
320530,VITORIA,32,2017,6904214.89
320120,CACHOEIRO DE ITAPEMIRIM,32,2017,6601123.61
510250,CACERES,51,2017,6059707.74
293050,SERRINHA,29,2017,6118279.34
351550,FERNANDOPOLIS,35,2017,5976041.83
313510,JANAUBA,31,2017,5227089.8
172100,PALMAS,17,2017,5582230.01
312230,DIVINOPOLIS,31,2017,6184499.4
240200,CAICO,24,2017,5683529.7
230428,EUSEBIO,23,2017,6359123.14
293290,VALENCA,29,2017,5815139.04
320490,SAO MATEUS,32,2017,5928217.46
500370,DOURADOS,50,2017,5638303.14
420540,FLORIANOPOLIS,42,2017,5479020.06
293010,SENHOR DO BONFIM,29,2017,6157455.55
522185,VALPARAISO DE GOIAS,52,2017,5152647.05
220770,PARNAIBA,22,2017,5442162.18
411840,PARANAVAI,41,2017,5883974.99
310860,BRASILIA DE MINAS,31,2017,5794980.56
320520,VILA VELHA,32,2017,4236730.51
352900,MARILIA,35,2017,5538501.32
314800,PATOS DE MINAS,31,2017,5939571.8
290070,ALAGOINHAS,29,2017,4897008.1
351640,FRANCO DA ROCHA,35,2017,5508893.53
316720,SETE LAGOAS,31,2017,5453976.68
420460,CRICIUMA,42,2017,6051390.43
311340,CARATINGA,31,2017,5249132.59
315250,POUSO ALEGRE,31,2017,5184627.69
355170,SERTAOZINHO,35,2017,5552860.44
312090,CURVELO,31,2017,4323154.76
313170,ITABIRA,31,2017,4863925.27
420820,ITAJAI,42,2017,4100466.73
410480,CASCAVEL,41,2017,5015884.47
230730,JUAZEIRO DO NORTE,23,2017,5352595.17
352230,ITAPETININGA,35,2017,5600138.14
430510,CAXIAS DO SUL,43,2017,5136853.85
330070,CABO FRIO,33,2017,4827327.55
313620,JOAO MONLEVADE,31,2017,4863281.25
510840,VARZEA GRANDE,51,2017,4403313.85
317070,VARGINHA,31,2017,5115588.51
352220,ITAPECERICA DA SERRA,35,2017,5006892.86
320320,LINHARES,32,2017,5475008.49
312610,FORMIGA,31,2017,4602100.15
150812,ULIANOPOLIS,15,2017,4576769.41
354730,SANTANA DE PARNAIBA,35,2017,5039489.21
330250,MAGE,33,2017,5622733.45
353080,MOGI MIRIM,35,2017,5380945.95
316250,SAO JOAO DEL REI,31,2017,4871789.1
352240,ITAPEVA,35,2017,4623803.45
353620,PARIQUERA-ACU,35,2017,4964630.89
290460,BRUMADO,29,2017,5938001.57
410940,GUARAPUAVA,41,2017,4867529.46
313820,LAVRAS,31,2017,4561654.54
421870,TUBARAO,42,2017,4486912.02
412410,SANTO ANTONIO DA PLATINA,41,2017,4499580.01
230640,ITAPIPOCA,23,2017,3840713.98
350550,BARRETOS,35,2017,4513002.15
292660,RIBEIRA DO POMBAL,29,2017,5011673.33
110012,JI-PARANA,11,2017,5211057.67
313240,ITAJUBA,31,2017,5119121.48
316370,SAO LOURENCO,31,2017,5041999.5
411990,PONTA GROSSA,41,2017,5024169.78
231180,RUSSAS,23,2017,4316126.63
350570,BARUERI,35,2017,3210664.14
420420,CHAPECO,42,2017,5062759.14
410430,CAMPO MOURAO,41,2017,3774288.98
420200,BALNEARIO CAMBORIU,42,2017,3774921.4
313330,ITAOBIM,31,2017,4420243.23
313420,ITUIUTABA,31,2017,4373577.74
291750,JACOBINA,29,2017,3412333.93
310560,BARBACENA,31,2017,4917167.75
350610,BEBEDOURO,35,2017,4492597.2
330220,ITAPERUNA,33,2017,4878540.41
410400,CAMPINA GRANDE DO SUL,41,2017,4782111.4
412810,UMUARAMA,41,2017,4497004.98
354890,SAO CARLOS,35,2017,4160355.34
150613,REDENCAO,15,2017,4189265.66
230280,CANINDE,23,2017,3829687.97
315210,PONTE NOVA,31,2017,4699883.53
261110,PETROLINA,26,2017,4924532.88
230550,IGUATU,23,2017,4280467.69
330010,ANGRA DOS REIS,33,2017,4615198.32
353800,PINDAMONHANGABA,35,2017,4435355.39
520025,AGUAS LINDAS DE GOIAS,52,2017,5436733.58
431350,OSORIO,43,2017,4501664.24
431750,SANTO ANGELO,43,2017,4304433.4
431560,RIO GRANDE,43,2017,4206756.08
330020,ARARUAMA,33,2017,3968072.36
510795,TANGARA DA SERRA,51,2017,4727860.16
316990,UBA,31,2017,4621620.6
330340,NOVA FRIBURGO,33,2017,4541917.37
311120,CAMPO BELO,31,2017,4493506.0
230410,CRATEUS,23,2017,3649706.24
291460,IRECE,29,2017,682.34
330227,JAPERI,33,2017,5417714.17
352530,JAU,35,2017,3923114.55
311830,CONSELHEIRO LAFAIETE,31,2017,4110191.23
